participant_id,site,programme,intervention,time_label,time,research_score,prior_score,attendance_rate,self_efficacy_baseline
8,Site_B,Doctoral,Control,Baseline,0,54.87598931251589,77.94724188608714,65.16668668025342,4.0820702797961985
8,Site_B,Doctoral,Control,Post,1,47.22961377021372,77.94724188608714,65.16668668025342,4.0820702797961985
8,Site_B,Doctoral,Control,FollowUp,2,50.82011218974163,77.94724188608714,65.16668668025342,4.0820702797961985
9,Site_A,Masters,Workshop,Baseline,0,59.825682175515524,87.3055865136705,82.38815579060166,4.252212303226615
9,Site_A,Masters,Workshop,Post,1,65.3001969631483,87.3055865136705,82.38815579060166,4.252212303226615
9,Site_A,Masters,Workshop,FollowUp,2,66.72616292142033,87.3055865136705,82.38815579060166,4.252212303226615
10,Site_C,Masters,Workshop,Baseline,0,37.77180413225096,79.89765691959306,87.80235061893293,3.836926357892175
10,Site_C,Masters,Workshop,Post,1,58.52685113172622,79.89765691959306,87.80235061893293,3.836926357892175
10,Site_C,Masters,Workshop,FollowUp,2,51.273484867717634,79.89765691959306,87.80235061893293,3.836926357892175
11,Site_B,Masters,Control,Baseline,0,38.22640672425906,68.71133328278579,64.47643239449853,3.5952133840467315
11,Site_B,Masters,Control,Post,1,46.97639657973164,68.71133328278579,64.47643239449853,3.5952133840467315
11,Site_B,Masters,Control,FollowUp,2,52.199850249920395,68.71133328278579,64.47643239449853,3.5952133840467315
12,Site_B,Masters,Control,Baseline,0,38.99003532319778,62.531646000794325,81.7740960944924,3.46365392772859
12,Site_B,Masters,Control,Post,1,35.94667633305902,62.531646000794325,81.7740960944924,3.46365392772859
12,Site_B,Masters,Control,FollowUp,2,49.35598373588351,62.531646000794325,81.7740960944924,3.46365392772859
13,Site_B,Doctoral,Blended,Baseline,0,46.793585439649966,69.2308083003419,80.4701492593991,3.111636504572977
13,Site_B,Doctoral,Blended,Post,1,45.02676115577847,69.2308083003419,80.4701492593991,3.111636504572977
13,Site_B,Doctoral,Blended,FollowUp,2,49.10316579101157,69.2308083003419,80.4701492593991,3.111636504572977
14,Site_A,Masters,Control,Baseline,0,58.44421421574835,70.19096486350989,71.8072337732368,2.293994741130406
14,Site_A,Masters,Control,Post,1,57.79310104424254,70.19096486350989,71.8072337732368,2.293994741130406
14,Site_A,Masters,Control,FollowUp,2,56.72785438279391,70.19096486350989,71.8072337732368,2.293994741130406
15,Site_A,Masters,Workshop,Baseline,0,26.60431654346825,62.91112160934331,77.09023676444595,2.5122436961608985
15,Site_A,Masters,Workshop,Post,1,30.432684717957475,62.91112160934331,77.09023676444595,2.5122436961608985
15,Site_A,Masters,Workshop,FollowUp,2,27.447710967353366,62.91112160934331,77.09023676444595,2.5122436961608985
16,Site_B,Masters,Control,Baseline,0,46.30749547756466,65.92105146795731,68.69109957209936,3.081317603557442
16,Site_B,Masters,Control,Post,1,44.81723976807818,65.92105146795731,68.69109957209936,3.081317603557442
16,Site_B,Masters,Control,FollowUp,2,49.16198126324316,65.92105146795731,68.69109957209936,3.081317603557442
17,Site_B,Masters,Blended,Baseline,0,31.942992956726336,58.593597197315574,85.36245712681716,3.3963806202922426
17,Site_B,Masters,Blended,Post,1,36.372000990891785,58.593597197315574,85.36245712681716,3.3963806202922426
17,Site_B,Masters,Blended,FollowUp,2,35.33982897442494,58.593597197315574,85.36245712681716,3.3963806202922426
18,Site_B,Masters,Control,Baseline,0,44.093586486565364,71.39247806292913,89.26839814740018,3.3657413360899286
18,Site_B,Masters,Control,Post,1,39.25118049615358,71.39247806292913,89.26839814740018,3.3657413360899286
18,Site_B,Masters,Control,FollowUp,2,44.56756576540816,71.39247806292913,89.26839814740018,3.3657413360899286
19,Site_A,Doctoral,Workshop,Baseline,0,51.75549744997303,78.74276192138767,89.35859726039638,3.1818585868910794
19,Site_A,Doctoral,Workshop,Post,1,49.152781231395366,78.74276192138767,89.35859726039638,3.1818585868910794
19,Site_A,Doctoral,Workshop,FollowUp,2,51.32050725432888,78.74276192138767,89.35859726039638,3.1818585868910794
20,Site_B,Masters,Blended,Baseline,0,34.4130771477206,65.0168293299321,81.82673931758306,2.397231056905447
20,Site_B,Masters,Blended,Post,1,42.30559195112984,65.0168293299321,81.82673931758306,2.397231056905447
20,Site_B,Masters,Blended,FollowUp,2,32.32113149292481,65.0168293299321,81.82673931758306,2.397231056905447
21,Site_A,Doctoral,Blended,Baseline,0,58.60341372660988,72.56193852835375,88.47109428137728,3.7276122930825806
21,Site_A,Doctoral,Blended,Post,1,53.97238634863605,72.56193852835375,88.47109428137728,3.7276122930825806
21,Site_A,Doctoral,Blended,FollowUp,2,63.34789680559319,72.56193852835375,88.47109428137728,3.7276122930825806
22,Site_A,Masters,Control,Baseline,0,30.708883427167848,62.96198118520616,70.69812776179768,3.125350368640279
22,Site_A,Masters,Control,Post,1,35.757617334826904,62.96198118520616,70.69812776179768,3.125350368640279
22,Site_A,Masters,Control,FollowUp,2,35.39387781891767,62.96198118520616,70.69812776179768,3.125350368640279
23,Site_A,Masters,Blended,Baseline,0,36.578952812064166,71.02918153467293,80.19174602820839,3.0610096515784124
23,Site_A,Masters,Blended,Post,1,42.20412973645102,71.02918153467293,80.19174602820839,3.0610096515784124
23,Site_A,Masters,Blended,FollowUp,2,44.97849311389115,71.02918153467293,80.19174602820839,3.0610096515784124
24,Site_A,Doctoral,Blended,Baseline,0,43.12867012082813,61.950750062555635,94.57836095282663,3.450821974923605
24,Site_A,Doctoral,Blended,Post,1,59.12143459600962,61.950750062555635,94.57836095282663,3.450821974923605
24,Site_A,Doctoral,Blended,FollowUp,2,60.803187688963085,61.950750062555635,94.57836095282663,3.450821974923605
25,Site_C,Doctoral,Control,Baseline,0,39.835666892108115,65.61875563769114,57.03940975125768,3.271098481537423
25,Site_C,Doctoral,Control,Post,1,38.349628926531125,65.61875563769114,57.03940975125768,3.271098481537423
25,Site_C,Doctoral,Control,FollowUp,2,41.24637868712631,65.61875563769114,57.03940975125768,3.271098481537423
26,Site_B,Doctoral,Blended,Baseline,0,36.280545849286376,72.09217660858671,83.27553793655548,4.299321963902442
26,Site_B,Doctoral,Blended,Post,1,51.552274100693666,72.09217660858671,83.27553793655548,4.299321963902442
26,Site_B,Doctoral,Blended,FollowUp,2,60.546938549894264,72.09217660858671,83.27553793655548,4.299321963902442
27,Site_C,Masters,Control,Baseline,0,55.53554559407409,72.7739316356532,79.06307761377856,3.1354940439090186
27,Site_C,Masters,Control,Post,1,48.85199977654398,72.7739316356532,79.06307761377856,3.1354940439090186
27,Site_C,Masters,Control,FollowUp,2,42.12744981794809,72.7739316356532,79.06307761377856,3.1354940439090186
28,Site_A,Doctoral,Blended,Baseline,0,57.584269855517356,75.59420736305844,77.1040288690563,3.9186239155344182
28,Site_A,Doctoral,Blended,Post,1,69.05237455772878,75.59420736305844,77.1040288690563,3.9186239155344182
28,Site_A,Doctoral,Blended,FollowUp,2,74.16918328774297,75.59420736305844,77.1040288690563,3.9186239155344182
29,Site_A,Masters,Control,Baseline,0,56.48096785089308,78.01767865364309,60.64700549937797,2.700853953497199
29,Site_A,Masters,Control,Post,1,57.84845398669813,78.01767865364309,60.64700549937797,2.700853953497199
29,Site_A,Masters,Control,FollowUp,2,56.14894508239431,78.01767865364309,60.64700549937797,2.700853953497199
30,Site_C,Masters,Blended,Baseline,0,30.97459012316489,62.4303739159634,87.64442557903122,3.4682547374419386
30,Site_C,Masters,Blended,Post,1,38.63844723419611,62.4303739159634,87.64442557903122,3.4682547374419386
30,Site_C,Masters,Blended,FollowUp,2,36.66616044325654,62.4303739159634,87.64442557903122,3.4682547374419386
31,Site_C,Masters,Blended,Baseline,0,37.549539085352,69.81122268615749,89.02156667922523,3.3478010021514875
31,Site_C,Masters,Blended,Post,1,42.95265622084015,69.81122268615749,89.02156667922523,3.3478010021514875
31,Site_C,Masters,Blended,FollowUp,2,52.534079296198264,69.81122268615749,89.02156667922523,3.3478010021514875
32,Site_A,Masters,Control,Baseline,0,43.12656227675959,75.95311995803806,81.69886036900235,3.0410433918870043
32,Site_A,Masters,Control,Post,1,47.36790822558332,75.95311995803806,81.69886036900235,3.0410433918870043
32,Site_A,Masters,Control,FollowUp,2,51.02924120548183,75.95311995803806,81.69886036900235,3.0410433918870043
33,Site_C,Masters,Workshop,Baseline,0,53.003659842222994,64.6462716138446,58.576552350936225,3.3094722724043044
33,Site_C,Masters,Workshop,Post,1,61.960236351154165,64.6462716138446,58.576552350936225,3.3094722724043044
33,Site_C,Masters,Workshop,FollowUp,2,66.9727726372868,64.6462716138446,58.576552350936225,3.3094722724043044
34,Site_B,Doctoral,Workshop,Baseline,0,68.3392115128401,76.65142419484702,76.35934494399558,3.077878781503942
34,Site_B,Doctoral,Workshop,Post,1,64.22569910707433,76.65142419484702,76.35934494399558,3.077878781503942
34,Site_B,Doctoral,Workshop,FollowUp,2,68.30625996168733,76.65142419484702,76.35934494399558,3.077878781503942
35,Site_A,Masters,Blended,Baseline,0,48.39979043084623,81.70390430930061,99.85736909193312,3.0869517212967974
35,Site_A,Masters,Blended,Post,1,65.37560232516304,81.70390430930061,99.85736909193312,3.0869517212967974
35,Site_A,Masters,Blended,FollowUp,2,67.64813156622401,81.70390430930061,99.85736909193312,3.0869517212967974
36,Site_A,Masters,Control,Baseline,0,50.58791554833941,83.12948829239357,71.5763205173539,2.9795638344835687
36,Site_A,Masters,Control,Post,1,30.871066657603674,83.12948829239357,71.5763205173539,2.9795638344835687
36,Site_A,Masters,Control,FollowUp,2,34.486555147871705,83.12948829239357,71.5763205173539,2.9795638344835687
37,Site_C,Masters,Control,Baseline,0,34.43115024699618,68.88935277829056,63.7622537463722,3.3303915222576164
37,Site_C,Masters,Control,Post,1,36.789004044071646,68.88935277829056,63.7622537463722,3.3303915222576164
37,Site_C,Masters,Control,FollowUp,2,37.27328332550734,68.88935277829056,63.7622537463722,3.3303915222576164
38,Site_A,Masters,Workshop,Baseline,0,38.37910148597944,63.03608134519726,80.06312106991882,3.007337839415661
38,Site_A,Masters,Workshop,Post,1,34.00533195206195,63.03608134519726,80.06312106991882,3.007337839415661
38,Site_A,Masters,Workshop,FollowUp,2,47.78219017246767,63.03608134519726,80.06312106991882,3.007337839415661
39,Site_B,Masters,Blended,Baseline,0,37.085815639431516,72.03655789509439,85.3006729677388,3.0768601912655704
39,Site_B,Masters,Blended,Post,1,61.62700186983452,72.03655789509439,85.3006729677388,3.0768601912655704
39,Site_B,Masters,Blended,FollowUp,2,60.733299706176595,72.03655789509439,85.3006729677388,3.0768601912655704
40,Site_B,Masters,Control,Baseline,0,35.071617141777075,68.48127780859917,93.37974968228227,1.9978465874300015
40,Site_B,Masters,Control,Post,1,29.921370357253917,68.48127780859917,93.37974968228227,1.9978465874300015
40,Site_B,Masters,Control,FollowUp,2,34.621857990412224,68.48127780859917,93.37974968228227,1.9978465874300015
41,Site_C,Masters,Blended,Baseline,0,43.801449444177905,79.27935101609727,65.92645009459379,2.917973334712122
41,Site_C,Masters,Blended,Post,1,53.54025546267542,79.27935101609727,65.92645009459379,2.917973334712122
41,Site_C,Masters,Blended,FollowUp,2,54.9340561389266,79.27935101609727,65.92645009459379,2.917973334712122
42,Site_C,Doctoral,Control,Baseline,0,58.72033097969858,76.52346457560999,79.69651574935185,2.739168632659217
42,Site_C,Doctoral,Control,Post,1,63.896315849206744,76.52346457560999,79.69651574935185,2.739168632659217
42,Site_C,Doctoral,Control,FollowUp,2,60.22921763144303,76.52346457560999,79.69651574935185,2.739168632659217
43,Site_B,Masters,Workshop,Baseline,0,58.137824684884706,83.69522521098466,85.23164943108115,3.138160443294538
43,Site_B,Masters,Workshop,Post,1,68.28789121878734,83.69522521098466,85.23164943108115,3.138160443294538
43,Site_B,Masters,Workshop,FollowUp,2,66.44544089800547,83.69522521098466,85.23164943108115,3.138160443294538
44,Site_A,Masters,Control,Baseline,0,45.96575173047859,73.39367826816559,73.62189222440337,3.5687342444292858
44,Site_A,Masters,Control,Post,1,52.059884275786885,73.39367826816559,73.62189222440337,3.5687342444292858
44,Site_A,Masters,Control,FollowUp,2,48.42391743826905,73.39367826816559,73.62189222440337,3.5687342444292858
45,Site_B,Doctoral,Blended,Baseline,0,34.95730997140937,62.28130806809367,90.92328922538604,3.488088799610306
45,Site_B,Doctoral,Blended,Post,1,49.01293748905924,62.28130806809367,90.92328922538604,3.488088799610306
45,Site_B,Doctoral,Blended,FollowUp,2,64.47015806954153,62.28130806809367,90.92328922538604,3.488088799610306
46,Site_B,Masters,Blended,Baseline,0,40.05254538061575,63.5934131497638,71.1007387725941,3.630882058605116
46,Site_B,Masters,Blended,Post,1,43.84394072086072,63.5934131497638,71.1007387725941,3.630882058605116
46,Site_B,Masters,Blended,FollowUp,2,48.98146240284462,63.5934131497638,71.1007387725941,3.630882058605116
47,Site_A,Masters,Workshop,Baseline,0,43.78476188073984,79.6871619662274,81.4177902247336,3.5778570495295483
47,Site_A,Masters,Workshop,Post,1,55.764207317493884,79.6871619662274,81.4177902247336,3.5778570495295483
47,Site_A,Masters,Workshop,FollowUp,2,54.361854776971576,79.6871619662274,81.4177902247336,3.5778570495295483
48,Site_B,Doctoral,Workshop,Baseline,0,48.7277147177784,75.95807523801894,92.89135797918091,3.963037022463447
48,Site_B,Doctoral,Workshop,Post,1,65.3954232909884,75.95807523801894,92.89135797918091,3.963037022463447
48,Site_B,Doctoral,Workshop,FollowUp,2,62.03169795948426,75.95807523801894,92.89135797918091,3.963037022463447
49,Site_A,Masters,Workshop,Baseline,0,45.294264762180845,83.74036403597935,94.21851706684824,3.433775170153572
49,Site_A,Masters,Workshop,Post,1,43.52713126000406,83.74036403597935,94.21851706684824,3.433775170153572
49,Site_A,Masters,Workshop,FollowUp,2,51.944514933002964,83.74036403597935,94.21851706684824,3.433775170153572
50,Site_C,Masters,Control,Baseline,0,54.705181989432766,81.46481630042571,91.07447596796067,3.1884070365430714
50,Site_C,Masters,Control,Post,1,51.322327187740974,81.46481630042571,91.07447596796067,3.1884070365430714
50,Site_C,Masters,Control,FollowUp,2,46.5205863607801,81.46481630042571,91.07447596796067,3.1884070365430714
51,Site_B,Masters,Blended,Baseline,0,48.90522887490282,86.27834032361429,85.05594296511697,3.256112658499565
51,Site_B,Masters,Blended,Post,1,63.77349644795659,86.27834032361429,85.05594296511697,3.256112658499565
51,Site_B,Masters,Blended,FollowUp,2,54.77522395664628,86.27834032361429,85.05594296511697,3.256112658499565
52,Site_A,Doctoral,Workshop,Baseline,0,53.16727305954484,80.4745696712475,93.43355609566711,3.5235228620514962
52,Site_A,Doctoral,Workshop,Post,1,65.2467778929184,80.4745696712475,93.43355609566711,3.5235228620514962
52,Site_A,Doctoral,Workshop,FollowUp,2,61.2117617249501,80.4745696712475,93.43355609566711,3.5235228620514962
53,Site_B,Masters,Workshop,Baseline,0,58.29986678922211,82.9041714478116,84.4535496151359,3.322895959397583
53,Site_B,Masters,Workshop,Post,1,66.15668545958373,82.9041714478116,84.4535496151359,3.322895959397583
53,Site_B,Masters,Workshop,FollowUp,2,75.80307916820176,82.9041714478116,84.4535496151359,3.322895959397583
54,Site_B,Masters,Blended,Baseline,0,45.48932646774874,78.86165362616389,84.94414786688569,2.351140544265212
54,Site_B,Masters,Blended,Post,1,55.89312856525251,78.86165362616389,84.94414786688569,2.351140544265212
54,Site_B,Masters,Blended,FollowUp,2,62.34942827644819,78.86165362616389,84.94414786688569,2.351140544265212
55,Site_A,Masters,Control,Baseline,0,27.41538093014863,81.18105222163993,87.32105770557246,3.172527690802209
55,Site_A,Masters,Control,Post,1,33.923322901462626,81.18105222163993,87.32105770557246,3.172527690802209
55,Site_A,Masters,Control,FollowUp,2,38.87852537411284,81.18105222163993,87.32105770557246,3.172527690802209
56,Site_B,Masters,Blended,Baseline,0,40.192975265788554,62.2055105918137,77.04960888245292,2.991760638656099
56,Site_B,Masters,Blended,Post,1,61.43500722926184,62.2055105918137,77.04960888245292,2.991760638656099
56,Site_B,Masters,Blended,FollowUp,2,54.80510794534416,62.2055105918137,77.04960888245292,2.991760638656099
57,Site_C,Masters,Workshop,Baseline,0,37.91107678449852,73.7691752753378,83.48703332753544,2.675897289172613
57,Site_C,Masters,Workshop,Post,1,52.66376321596371,73.7691752753378,83.48703332753544,2.675897289172613
57,Site_C,Masters,Workshop,FollowUp,2,42.61732815022976,73.7691752753378,83.48703332753544,2.675897289172613
58,Site_C,Masters,Workshop,Baseline,0,57.256627182207254,78.5467675430776,85.48607280660025,2.668396974939565
58,Site_C,Masters,Workshop,Post,1,59.2848418827506,78.5467675430776,85.48607280660025,2.668396974939565
58,Site_C,Masters,Workshop,FollowUp,2,53.57827218920774,78.5467675430776,85.48607280660025,2.668396974939565
59,Site_B,Masters,Workshop,Baseline,0,47.520977429054355,75.51740629998908,69.19059609961538,2.4025139579369346
59,Site_B,Masters,Workshop,Post,1,49.31165826381104,75.51740629998908,69.19059609961538,2.4025139579369346
59,Site_B,Masters,Workshop,FollowUp,2,59.555372058972374,75.51740629998908,69.19059609961538,2.4025139579369346
60,Site_B,Masters,Blended,Baseline,0,57.264325120236634,81.11870376632618,73.93881896432082,2.7359121390827195
60,Site_B,Masters,Blended,Post,1,63.14540463440621,81.11870376632618,73.93881896432082,2.7359121390827195
60,Site_B,Masters,Blended,FollowUp,2,72.39714330351435,81.11870376632618,73.93881896432082,2.7359121390827195
61,Site_A,Masters,Control,Baseline,0,29.14777889255589,68.95941183740881,83.74347201436366,4.195957651559879
61,Site_A,Masters,Control,Post,1,26.67936540858643,68.95941183740881,83.74347201436366,4.195957651559879
61,Site_A,Masters,Control,FollowUp,2,,68.95941183740881,83.74347201436366,4.195957651559879
62,Site_A,Masters,Control,Baseline,0,43.28984748008201,63.12834662931945,59.77657403537244,2.8016143029677942
62,Site_A,Masters,Control,Post,1,49.942259425522806,63.12834662931945,59.77657403537244,2.8016143029677942
62,Site_A,Masters,Control,FollowUp,2,40.00999389439897,63.12834662931945,59.77657403537244,2.8016143029677942
63,Site_A,Doctoral,Blended,Baseline,0,31.163319528297542,71.62042950541392,91.35172163676812,3.832402787174054
63,Site_A,Doctoral,Blended,Post,1,38.05330776649918,71.62042950541392,91.35172163676812,3.832402787174054
63,Site_A,Doctoral,Blended,FollowUp,2,41.01361919184015,71.62042950541392,91.35172163676812,3.832402787174054
64,Site_A,Masters,Workshop,Baseline,0,44.76622808788102,63.93810370773541,86.1719376826262,3.6940966852936454
64,Site_A,Masters,Workshop,Post,1,45.24826948185836,63.93810370773541,86.1719376826262,3.6940966852936454
64,Site_A,Masters,Workshop,FollowUp,2,56.283338373931805,63.93810370773541,86.1719376826262,3.6940966852936454
65,Site_C,Doctoral,Control,Baseline,0,43.27742626337473,83.58349877621978,66.53971012008313,3.9524973309682214
65,Site_C,Doctoral,Control,Post,1,48.28417101256127,83.58349877621978,66.53971012008313,3.9524973309682214
65,Site_C,Doctoral,Control,FollowUp,2,41.44899929743296,83.58349877621978,66.53971012008313,3.9524973309682214
66,Site_C,Masters,Control,Baseline,0,40.2736168286462,81.14684699834903,85.98504388075322,3.1058929965201374
66,Site_C,Masters,Control,Post,1,53.2881187006544,81.14684699834903,85.98504388075322,3.1058929965201374
66,Site_C,Masters,Control,FollowUp,2,56.950191930586584,81.14684699834903,85.98504388075322,3.1058929965201374
67,Site_C,Masters,Control,Baseline,0,41.84389333874269,71.17789991523786,69.76640285988191,3.3599872538654783
67,Site_C,Masters,Control,Post,1,45.47621402918552,71.17789991523786,69.76640285988191,3.3599872538654783
67,Site_C,Masters,Control,FollowUp,2,38.255372560324844,71.17789991523786,69.76640285988191,3.3599872538654783
68,Site_B,Masters,Blended,Baseline,0,43.858879697457496,77.81805459983548,88.4371513845583,3.0023660293226024
68,Site_B,Masters,Blended,Post,1,54.892623194311355,77.81805459983548,88.4371513845583,3.0023660293226024
68,Site_B,Masters,Blended,FollowUp,2,58.44628998751177,77.81805459983548,88.4371513845583,3.0023660293226024
69,Site_A,Masters,Control,Baseline,0,23.856574094400976,73.9588493614482,91.25036583186768,3.5471852764799223
69,Site_A,Masters,Control,Post,1,33.167862475254275,73.9588493614482,91.25036583186768,3.5471852764799223
69,Site_A,Masters,Control,FollowUp,2,36.605220848080926,73.9588493614482,91.25036583186768,3.5471852764799223
70,Site_C,Doctoral,Control,Baseline,0,36.75492461426521,71.98659991906301,92.24170103079229,2.3501433900813096
70,Site_C,Doctoral,Control,Post,1,31.43603799696416,71.98659991906301,92.24170103079229,2.3501433900813096
70,Site_C,Doctoral,Control,FollowUp,2,22.2808055827738,71.98659991906301,92.24170103079229,2.3501433900813096
71,Site_A,Doctoral,Control,Baseline,0,52.72716877216939,83.22715994444786,77.73742044059713,3.1111134693641893
71,Site_A,Doctoral,Control,Post,1,53.15703979672832,83.22715994444786,77.73742044059713,3.1111134693641893
71,Site_A,Doctoral,Control,FollowUp,2,59.74962490788834,83.22715994444786,77.73742044059713,3.1111134693641893
72,Site_B,Doctoral,Control,Baseline,0,61.67978160948434,84.23511468529922,91.4465501436784,3.8128305493776256
72,Site_B,Doctoral,Control,Post,1,65.14797349336656,84.23511468529922,91.4465501436784,3.8128305493776256
72,Site_B,Doctoral,Control,FollowUp,2,65.6049985779551,84.23511468529922,91.4465501436784,3.8128305493776256
73,Site_C,Doctoral,Control,Baseline,0,38.81369555404495,82.16845347413592,91.86443918661935,3.0270524898709636
73,Site_C,Doctoral,Control,Post,1,40.32263852575505,82.16845347413592,91.86443918661935,3.0270524898709636
73,Site_C,Doctoral,Control,FollowUp,2,41.19184033349189,82.16845347413592,91.86443918661935,3.0270524898709636
74,Site_A,Masters,Workshop,Baseline,0,65.38827721906924,75.71768697099984,79.84099785855624,2.9765584419136775
74,Site_A,Masters,Workshop,Post,1,66.86800905666254,75.71768697099984,79.84099785855624,2.9765584419136775
74,Site_A,Masters,Workshop,FollowUp,2,72.68637681754386,75.71768697099984,79.84099785855624,2.9765584419136775
75,Site_C,Masters,Blended,Baseline,0,35.9114118226991,72.725473681625,73.32617260137698,3.6932303022200554
75,Site_C,Masters,Blended,Post,1,44.72847703272564,72.725473681625,73.32617260137698,3.6932303022200554
75,Site_C,Masters,Blended,FollowUp,2,44.524607147749514,72.725473681625,73.32617260137698,3.6932303022200554
76,Site_B,Masters,Blended,Baseline,0,54.61950475060223,73.48996498002847,72.93587910894631,3.7672904764223385
76,Site_B,Masters,Blended,Post,1,62.183045318605636,73.48996498002847,72.93587910894631,3.7672904764223385
76,Site_B,Masters,Blended,FollowUp,2,66.24016029799125,73.48996498002847,72.93587910894631,3.7672904764223385
77,Site_B,Masters,Control,Baseline,0,42.79029028358886,77.46289894602172,77.96303120570377,3.1771960968133683
77,Site_B,Masters,Control,Post,1,45.052055358465,77.46289894602172,77.96303120570377,3.1771960968133683
77,Site_B,Masters,Control,FollowUp,2,45.09980518496813,77.46289894602172,77.96303120570377,3.1771960968133683
78,Site_A,Masters,Blended,Baseline,0,42.59536186334561,84.16054557375425,75.3441473409601,3.625438172713037
78,Site_A,Masters,Blended,Post,1,56.72273699160951,84.16054557375425,75.3441473409601,3.625438172713037
78,Site_A,Masters,Blended,FollowUp,2,66.06578179268175,84.16054557375425,75.3441473409601,3.625438172713037
79,Site_C,Masters,Blended,Baseline,0,54.55811127903568,74.19054219092479,86.32883010831655,2.8631456974289775
79,Site_C,Masters,Blended,Post,1,61.9566865106422,74.19054219092479,86.32883010831655,2.8631456974289775
79,Site_C,Masters,Blended,FollowUp,2,62.88873692925256,74.19054219092479,86.32883010831655,2.8631456974289775
80,Site_A,Masters,Control,Baseline,0,45.91226037203972,76.7924874912707,68.90109342571051,3.0456146596437828
80,Site_A,Masters,Control,Post,1,36.64410774279982,76.7924874912707,68.90109342571051,3.0456146596437828
80,Site_A,Masters,Control,FollowUp,2,45.060369378714704,76.7924874912707,68.90109342571051,3.0456146596437828
81,Site_A,Masters,Workshop,Baseline,0,28.70226316924446,70.04879686981191,61.32124539685791,2.9821547583045263
81,Site_A,Masters,Workshop,Post,1,32.927445565320404,70.04879686981191,61.32124539685791,2.9821547583045263
81,Site_A,Masters,Workshop,FollowUp,2,26.02322620997949,70.04879686981191,61.32124539685791,2.9821547583045263
82,Site_A,Masters,Workshop,Baseline,0,62.86703807604369,77.88869321014913,80.44764771179108,3.682269071671303
82,Site_A,Masters,Workshop,Post,1,64.80767188803425,77.88869321014913,80.44764771179108,3.682269071671303
82,Site_A,Masters,Workshop,FollowUp,2,,77.88869321014913,80.44764771179108,3.682269071671303
83,Site_B,Doctoral,Workshop,Baseline,0,46.03822106802543,74.49874084663202,71.5662287405819,3.4222942744217457
83,Site_B,Doctoral,Workshop,Post,1,48.723660976386036,74.49874084663202,71.5662287405819,3.4222942744217457
83,Site_B,Doctoral,Workshop,FollowUp,2,57.42865882618721,74.49874084663202,71.5662287405819,3.4222942744217457
84,Site_C,Masters,Control,Baseline,0,34.32358565236773,74.29970003253135,78.13225539586819,2.924037213717615
84,Site_C,Masters,Control,Post,1,26.95420584619801,74.29970003253135,78.13225539586819,2.924037213717615
84,Site_C,Masters,Control,FollowUp,2,35.66544645586232,74.29970003253135,78.13225539586819,2.924037213717615
85,Site_C,Masters,Control,Baseline,0,49.484538802439786,64.77728541755805,66.55704242880081,3.246618911108512
85,Site_C,Masters,Control,Post,1,46.60023752863741,64.77728541755805,66.55704242880081,3.246618911108512
85,Site_C,Masters,Control,FollowUp,2,44.94389918559036,64.77728541755805,66.55704242880081,3.246618911108512
