participant_id,site,programme,intervention,prior_score,attendance_rate,self_efficacy_baseline,Baseline,FollowUp,Post,self_efficacy_post,completed_on_time
124,Site_A,Masters,Workshop,71.77186809473491,67.7559883017932,3.602091896667683,54.34003287796838,67.8671286405588,63.87087343123006,4.1847633160739575,0
125,Site_C,Doctoral,Blended,84.02087838988874,80.78881054429988,3.6052525144981398,57.12369698941387,55.88692854103146,55.20577898572559,3.733176739359105,1
126,Site_A,Masters,Workshop,67.17854718663745,79.2828322551763,2.8846666201654028,41.79317120431941,51.93263823066322,43.566092218844595,3.4159282608952464,0
127,Site_B,Doctoral,Workshop,64.97130598630727,67.54052086979142,3.0797796972576448,44.00303818889053,47.57083846769137,45.773786442114634,3.3523749088563077,1
128,Site_C,Doctoral,Workshop,75.4798036423383,76.00640315174643,3.60757813158974,37.00243965241904,45.47661809563012,40.869765473798914,3.548706073714639,1
129,Site_A,Masters,Workshop,93.93348026182332,82.04112964262083,4.53559905344174,60.97779791865207,59.51698430335311,63.2975367959425,4.503919280874098,0
130,Site_B,Doctoral,Control,77.6936097872895,73.89013518546199,3.6262276052223203,57.56744766395521,55.776716853392095,63.553909409672244,3.588135683415318,0
131,Site_A,Masters,Control,81.90745949793646,80.99886242867183,3.0490668717068425,58.56305061790913,76.08351398848362,69.59063177190221,2.8059403167993144,0
132,Site_A,Doctoral,Blended,64.67252132585013,96.23021766063383,2.7850859897312747,44.846446737408485,45.40398841459991,60.24570508896456,3.6558799789293808,1
133,Site_C,Masters,Control,85.79788332450912,70.45626815961278,2.514821437178948,47.521600024277205,46.110809276285245,51.438860144963876,2.377873890134839,0
134,Site_B,Doctoral,Control,85.4574417552584,76.54321701188826,3.7834997414555414,51.250709131347264,51.40746502123102,44.71375278693387,3.8082471945637786,1
135,Site_A,Masters,Control,82.9669252595112,87.14208268270194,4.0953881198971915,34.24705631681915,,28.671765542186826,3.767619786411155,1
136,Site_A,Masters,Control,67.86444407675921,74.35257819621755,3.4652172181191507,67.82883921222032,62.39187373865748,69.43898642917864,3.468488000163085,1
137,Site_A,Masters,Control,76.25274157514632,67.53384321182486,3.129247568860988,42.24843851495862,51.54275275536975,45.83304480357774,2.995186517755435,0
138,Site_B,Doctoral,Blended,75.75695140605868,93.70221553968672,2.689259240186983,34.23922123636719,45.09037722636212,39.41494242820206,3.8477940846717007,1
139,Site_B,Masters,Blended,70.48064721089062,83.68811638234375,2.9777919067548955,51.082014698655996,61.03253096616839,50.69752510267006,3.168156601527909,0
140,Site_B,Masters,Blended,92.03909182468922,82.72097691324161,2.710414391683699,42.03257838992583,52.88803553238847,55.938868184204,3.102338077604749,0
141,Site_C,Masters,Control,63.974389217391156,75.84706825339046,4.235846132278321,36.14993565220677,34.35413211655222,31.313554574687803,4.487166424400715,0
142,Site_B,Masters,Control,68.24971904541808,71.79370963113267,2.5767430977316397,45.43987208760121,,47.57006394579089,2.6518377246246114,0
143,Site_C,Masters,Workshop,79.45680152972633,81.10047889488953,2.994661331262104,48.689631564501774,63.47842122431233,51.760130225865865,3.061353432801403,0
144,Site_A,Masters,Blended,90.08087537234806,91.78255981617703,2.211681956311953,50.18015754432894,70.35195466647836,64.26831060358481,2.612252615636026,0
145,Site_B,Doctoral,Control,65.11823703425665,73.13612938578073,2.175981907003622,35.543924960201466,29.218569767089328,46.488914641010496,2.9233738846890125,0
146,Site_B,Masters,Control,71.90899530148731,97.27085287675972,3.029282260952483,46.53811441647459,51.18076724681104,38.6830877262197,2.5896657450827165,1
147,Site_A,Masters,Control,73.41496882030343,73.49601112749485,3.783747857987321,48.31014735263814,49.11138983370443,44.945362387138594,3.5351414680873687,0
148,Site_C,Masters,Workshop,77.78296591436848,74.11545679191663,1.9830985640462928,41.597016218586894,60.29616879486126,56.37528616749713,1.6371716590374887,0
149,Site_B,Doctoral,Blended,84.61624721670806,84.46037444424991,1.588426097795617,65.80326453522072,72.20704774058346,61.48286673987963,1.5029876161105873,0
150,Site_C,Masters,Blended,83.22156815247402,84.1941227355455,3.3396617443921137,49.13312603771013,59.757429239650136,59.19646404937196,4.143785624862734,1
151,Site_B,Masters,Workshop,62.23278311465819,100.0,4.5325981707510055,41.171681144109066,41.63918424368058,44.733689140748886,5.0,0
152,Site_A,Masters,Control,77.74868176973307,84.88110096567117,3.251919342381592,46.77588648971561,50.48964584132968,56.081436068313884,3.667520841013005,0
153,Site_A,Masters,Blended,71.02081293746744,77.46495288122486,4.110923446118704,45.83589744879859,47.75989571334662,50.33832974918098,4.298552184911091,1
154,Site_C,Masters,Control,79.66882788769593,76.18676467900121,2.7710481186517013,49.259802218206964,55.19607241154493,45.710326882461366,2.5244510486134017,0
155,Site_B,Masters,Blended,75.7800516416497,76.95045409197334,3.503412013327549,47.79118878055826,52.8343262461892,50.90864705498259,3.893908584922594,1
156,Site_A,Masters,Workshop,55.65890423351431,72.62354124126138,3.042922321851547,41.030100177595735,38.996965635583095,36.213261005288686,2.939944379602271,1
157,Site_A,Masters,Control,83.1507247806001,79.71229975314726,3.092970667492172,58.81528342912008,57.621599223611064,55.16889450952227,3.051068148353855,0
158,Site_B,Masters,Control,77.44135474972957,72.79926724476341,3.3461239929366546,58.79327291699234,55.903921470110575,58.21751418663205,3.302353158978975,0
159,Site_A,Doctoral,Workshop,62.14178651619915,76.3232507506518,4.135439675297216,39.89832510725711,46.49431237382356,44.404713449301106,4.493728695439791,1
160,Site_C,Masters,Workshop,75.65392148377254,90.5612694707615,3.502097175064773,48.656192600400566,63.45769375133509,55.16454818591134,4.009869588137189,1
161,Site_B,Masters,Workshop,67.5683392918743,90.41048675499094,2.503230121206439,51.48447901920211,45.52705671500082,50.518913087751116,2.641691968389134,0
162,Site_B,Masters,Blended,67.29766413355186,79.0302089392908,4.177372665835408,50.007903128471604,,52.63694775233463,4.8468443641893835,1
163,Site_A,Masters,Workshop,64.67787758040647,78.43976479016561,3.3310746249490797,42.5377849358802,48.143686580974695,49.16012707623219,4.051612415248642,0
164,Site_A,Masters,Control,66.69332735432226,67.18274873065127,3.2478792574298394,45.595469146938115,50.34349193361224,48.41244412082798,2.9551406994146143,0
165,Site_C,Doctoral,Workshop,75.73326029540935,78.45552397110764,2.246890299159526,36.25392566901576,55.647239165731044,57.18182825766702,3.02169714980051,1
166,Site_C,Masters,Blended,68.45164256775661,91.08249150659236,2.7234092697071706,36.62142027007345,49.60564621982602,52.84531977418846,2.901945129508608,0
167,Site_B,Doctoral,Workshop,78.20988650481844,76.63081271573877,4.038572221617517,47.76743060456229,61.0232822109639,60.74602048203485,4.679940085495829,1
168,Site_A,Doctoral,Workshop,63.200002330187544,98.46753482164044,2.953554074155126,59.827560123997245,64.75970462135344,60.47526881203485,2.8450459323566775,0
169,Site_C,Doctoral,Blended,62.90215303136589,92.15742022511213,3.536317117580164,34.195717990932884,46.30371504984837,41.07238476996869,4.020320860335643,1
170,Site_A,Masters,Workshop,63.83983292724728,60.628606714259554,2.896903054954674,39.48199296079438,56.595782439141956,48.51013665179143,2.9716916924600123,0
171,Site_A,Masters,Control,62.28460496104515,89.60665331769872,3.7595341951953705,42.02942391844003,50.571889833072944,49.083441791397426,3.9559183206081188,1
172,Site_A,Masters,Workshop,76.13703731471124,97.32300106119912,3.059482171513784,53.518947430190764,,57.2856526151366,3.4469307242018274,1
173,Site_C,Doctoral,Control,69.07983089410394,75.93738538878067,2.4084270598203172,49.128917288563514,48.145002127446695,52.24438585298273,2.787899953078546,0
174,Site_A,Masters,Blended,65.48002874407936,75.79211638895731,3.2006443927610397,47.19931940503019,56.147062855631,61.54647292275592,3.000686033682161,0
175,Site_C,Masters,Blended,81.09616385299253,83.86585273597507,3.1316539393491296,41.403227434895726,65.97080797767201,59.73622424669356,4.002977937642529,0
176,Site_B,Masters,Control,84.25018400016751,80.99477665688961,3.478692365845901,53.25163574407687,49.09190460942457,44.73654595229844,3.934129368306893,0
177,Site_A,Masters,Blended,62.27151778344444,81.51352566955205,3.069299961110927,48.6733441161407,58.54259495868841,,3.525420352300822,0
178,Site_A,Masters,Control,87.27343506563949,92.20120051638898,3.997261147290828,54.06488722570387,49.91160985076707,49.330394430912975,3.5715688737692894,1
179,Site_C,Masters,Workshop,70.98306225849863,83.19411302440383,3.1459123031749754,32.0145633620324,37.336050796515245,42.61286432793115,3.807361005964898,1
180,Site_A,Doctoral,Blended,79.56925533003131,91.8117491828832,2.4002759528115742,35.39910630858823,48.8867198802878,43.275641657531345,3.2733152749679095,1
181,Site_C,Masters,Workshop,72.46409126452797,72.77362459567865,3.0486320941071456,49.57044760535442,51.02637054769683,57.549219479528844,3.1092865667955856,0
182,Site_B,Masters,Control,72.61269571027884,88.60698686904492,2.948476881828287,53.53534275826384,46.546868128539685,59.48836966302915,3.50448081881298,0
183,Site_A,Doctoral,Control,63.40426030521289,89.5351285673591,3.388716752906397,34.592447275182934,43.37590789555336,42.85396180486326,4.372195273925481,1
184,Site_B,Doctoral,Control,69.93837047689733,72.5716320495291,2.1698954396608454,23.024862473366312,23.702740419962833,30.331592432535224,2.9511919513434277,0
185,Site_B,Masters,Blended,69.01341330226941,85.17791766948547,2.2708618736426516,22.663162699064774,45.00237418077332,31.628887121667056,2.822526357988798,0
186,Site_B,Doctoral,Blended,70.80784277762847,100.0,3.4557568833126195,37.364574520803686,44.80357258715172,44.331202170724694,3.6161698620259033,1
187,Site_B,Masters,Workshop,73.72419019507653,82.76291857359625,3.990581919033607,50.850265671444866,60.263097479537315,60.64435516929264,4.76477026481406,1
