student_id,support_requests,exposure_months,stress_score,delivery_format,employment_status,poisson_predicted,pearson_residual,deviance_residual,leverage,cooks_distance
C025,1,8.03,20.5,Hybrid,Not employed,2.4131521944870933,-0.909696619150209,-1.03171540369184,0.014398320880717233,0.0020443294715235105
C026,1,4.79,38.3,Hybrid,Full-time,3.546740555267844,-1.35229048971402,-1.600444642583587,0.022649019241893276,0.007226650168711749
C027,0,4.7,24.6,Face-to-face,Not employed,1.0885984357978213,-1.043359207463001,-1.4755327416210196,0.005676604763289045,0.0010417171088030017
C028,6,8.99,24.9,Online,Full-time,4.061638098353286,0.9617988492633343,0.897414870919539,0.02200627694419377,0.0035472491654666956
C029,4,7.54,41.3,Face-to-face,Part-time,3.564737800731355,0.23053515220524134,0.2260673939022315,0.02664418995293935,0.0002491049355991918
C030,0,4.31,34.3,Hybrid,Full-time,2.722384612465832,-1.6499650337100578,-2.3334029281141446,0.01481629274979528,0.006926332554884564
C031,0,6.2,28.7,Face-to-face,Not employed,1.6900858909017298,-1.3000330345424804,-1.838524348983026,0.007790955301394385,0.0022291632531729736
C032,10,10.36,31.1,Face-to-face,Full-time,3.7737059012351586,3.205129675544305,2.6529160062405417,0.021716106021236314,0.03885009688825037
C033,6,10.23,21.0,Online,Not employed,3.2586882985054166,1.5185776695020774,1.3574215277126207,0.0191416574308024,0.007646976003454486
C034,2,5.5,27.2,Online,Not employed,2.2413697492487383,-0.16122266145231207,-0.16425444899963268,0.010455687825364265,4.625759360727229e-05
C035,1,6.52,26.1,Face-to-face,Part-time,1.6850833808717647,-0.527755459410927,-0.5714338703557028,0.007570394824725306,0.0003568069675985616
C036,10,6.97,39.7,Face-to-face,Part-time,3.0922909196049027,3.9282024873373467,3.1077386338434967,0.020721441951729206,0.05557045655694655
C037,1,9.46,18.0,Face-to-face,Not employed,1.685680199633482,-0.5281217038755515,-0.5718584404868452,0.012945108981327249,0.0006176463545045465
C038,10,4.34,24.8,Online,Part-time,1.6902398783764812,6.3916695702083315,4.351410396874745,0.007708909925204647,0.05330797282025626
C039,6,4.59,35.8,Hybrid,Not employed,2.5333187748530825,2.1780557283313833,1.847535828711614,0.011751299334976482,0.009513495337005495
C040,1,6.61,24.1,Face-to-face,Full-time,1.823147417260678,-0.6096305559134878,-0.6672077032423633,0.012136942960000598,0.0007703676278439578
C041,8,9.35,32.5,Face-to-face,Not employed,2.964144074674221,2.92498499162232,2.411211269289955,0.013881622176963166,0.020355330032384232
C042,2,9.55,29.1,Online,Full-time,5.0982095842337545,-1.3721511393059502,-1.5663493307664833,0.02560768098790389,0.008463601326039783
C043,11,10.58,28.6,Online,Not employed,4.558207360403407,3.0172389245820903,2.5490514716353747,0.02104301070241805,0.03331568954993436
C044,3,6.49,32.0,Hybrid,Not employed,3.0800037236202464,-0.04558632475721741,-0.045785844263948515,0.01246075667919589,4.4254108851814256e-06
C045,5,11.86,23.8,Face-to-face,Part-time,2.797505914035669,1.3168285816053171,1.184106498573464,0.013683603669239871,0.004065137308508185
C046,8,11.27,28.8,Face-to-face,Not employed,3.0843705315079326,2.798954679869971,2.327712226993346,0.014200183750569896,0.019079060321510452
C047,7,7.87,28.0,Online,Full-time,4.021685259828399,1.4851371134669207,1.34249697779423,0.020327100973763373,0.0077856541557333615
C048,3,6.99,32.6,Online,Not employed,3.5302648000477053,-0.28222089032743974,-0.2897689394094054,0.01742001405261754,0.00023951887228999952
C049,0,4.21,29.3,Online,Part-time,1.9606050575083256,-1.4002160752927832,-1.980204563931881,0.008725808851595972,0.0029017297692080085
C050,0,5.16,17.4,Face-to-face,Not employed,0.8978018507021875,-0.9475240633895202,-1.3400013811203237,0.007177710529078701,0.0010896126785954004
C051,0,10.06,22.0,Face-to-face,Part-time,2.20914662474082,-1.4863198258587618,-2.101973655753478,0.011839430245237403,0.004464255615988865
C052,11,10.21,32.7,Hybrid,Not employed,4.982084436370557,2.6961282569758263,2.321465236580188,0.02047192739947616,0.02584965816308612
C053,1,5.47,15.5,Hybrid,Full-time,1.6370334929054475,-0.4978900921954674,-0.536931531567533,0.016467933835775644,0.0007033601897682753
C054,7,7.98,22.7,Online,Full-time,3.3035622196731365,2.0337246614260427,1.7663090531354417,0.019565068967682182,0.01403062091732901
C055,2,5.6,34.9,Face-to-face,Not employed,1.9529392907193837,0.03367550343121905,0.033541595034990115,0.00985013137896756,1.8989656028223706e-06
C056,0,11.3,27.4,Hybrid,Part-time,4.696029895612155,-2.167032509126745,-3.0646467645104405,0.01902966320262356,0.015477433774358142
C057,2,6.39,19.8,Online,Part-time,2.040245140979067,-0.028175541859563336,-0.028268941702551394,0.011601672798744413,1.5712667233877581e-06
C058,5,6.68,22.9,Online,Part-time,2.4124025072245376,1.665987874152605,1.4535999173696872,0.011734353086501042,0.00555781613856046
C059,0,11.96,29.3,Online,Not employed,5.298078476298023,-2.301755520531671,-3.255173874403032,0.02449500096490004,0.02272927581685771
C060,0,7.62,21.3,Face-to-face,Part-time,1.6274315661398746,-1.275708260590906,-1.8041239237590496,0.009078140314343522,0.0025076652285568393
C061,7,4.27,34.0,Hybrid,Part-time,2.306567048656298,3.090349343752281,2.480974018740346,0.010364385368418098,0.016844449515390485
C062,1,6.59,30.1,Hybrid,Not employed,2.9000577990062366,-1.115741239131081,-1.292537915513983,0.011536111903178764,0.0024497037398280804
C063,0,4.89,20.5,Face-to-face,Part-time,1.011701243910625,-1.0058336064730713,-1.4224635277648598,0.005922235271628287,0.0010105224600946833
C064,1,4.7,13.0,Hybrid,Full-time,1.2735896949261034,-0.24242922155656269,-0.2519930560405014,0.01502592213733406,0.0001517086051855384
C065,0,11.13,28.6,Online,Part-time,5.041089293713494,-2.2452370239494748,-3.1752446500115528,0.02223902396500547,0.01954445042415869
C066,3,7.54,23.0,Face-to-face,Not employed,1.6388247544986951,1.0632803419928998,0.9515497937534189,0.009248224815284221,0.001775305011922845
C067,1,9.45,17.0,Hybrid,Part-time,2.597932169404492,-0.9913897768261403,-1.1342101747658382,0.01842097783113971,0.0031318414323964062
C068,0,11.64,23.0,Online,Full-time,4.8765109861133125,-2.2082823610474525,-3.1229828645425872,0.02848665565326442,0.02453024477657354
C069,1,8.04,22.4,Online,Part-time,2.846437454577389,-1.094419388803513,-1.2652029545936003,0.014144925592581886,0.002905298911327098
C070,1,10.83,29.4,Face-to-face,Part-time,3.1911348416270315,-1.226581829647047,-1.4357982019544853,0.013756003894991672,0.003546217336507349
C071,17,11.38,29.5,Online,Part-time,5.3419690762076035,5.043993499120748,4.0053694924260315,0.023854661521593365,0.10615539612309002
C072,3,5.28,32.7,Face-to-face,Part-time,1.7737545441408844,0.9207265157788467,0.8370135913211536,0.008139261810547294,0.0011689439026361654
C073,2,4.24,37.8,Face-to-face,Part-time,1.744327862457887,0.1935839483068001,0.18912228258196315,0.010331730681940909,6.588419151852742e-05
C074,1,10.53,28.5,Face-to-face,Part-time,2.993747641508879,-1.1522921210423953,-1.3395683238544185,0.01291709311248878,0.0029338064681513672
C075,13,11.9,26.8,Online,Part-time,5.017835549189799,3.563382632891034,2.964184345908476,0.022109813283325192,0.04893037754389679
C076,9,10.42,35.0,Online,Full-time,7.032164711570706,0.7420688937507709,0.7109636534948508,0.04026665978656091,0.004012191422166352
C077,7,9.5,27.8,Face-to-face,Part-time,2.6268279333462985,2.6982410952800673,2.2305873270984775,0.011404240713820808,0.014159213939499935
C078,5,11.19,35.4,Hybrid,Full-time,7.383856777419372,-0.8772806033961891,-0.9322723166884076,0.04160424809724063,0.005809967748061938
C079,0,9.52,13.7,Hybrid,Part-time,2.2955673975945197,-1.515112998292378,-2.142693350712845,0.02068172099107149,0.0082504521766724
C080,1,11.89,27.9,Hybrid,Part-time,5.040364872493697,-1.7996564138168818,-2.201311607971386,0.020268821379201666,0.011398365630404441
C081,5,8.28,33.7,Online,Not employed,4.368591233468287,0.30209247159427943,0.2952215133997063,0.022456240860023673,0.00035743180754555003
C082,0,6.22,35.3,Face-to-face,Not employed,2.2039070303809583,-1.484556172861424,-2.0994794737653226,0.011300515973019206,0.004246309823124822
C083,0,7.86,21.3,Online,Not employed,2.533765162903431,-1.5917805008553885,-2.2511175726307284,0.014640480985441616,0.006367676950130587
C084,10,8.49,41.0,Face-to-face,Full-time,4.582945409910849,2.5304098537849558,2.1842057593563693,0.03671481767664314,0.04222426573332276
C085,8,9.85,29.4,Face-to-face,Not employed,2.760781995680908,3.153191976668452,2.5582034939333855,0.012637458971171349,0.02148107643227523
C086,7,8.66,27.7,Online,Full-time,4.37295100818599,1.2562638596352558,1.1543444613717466,0.02217887714528008,0.006101424025071023
C087,1,6.71,21.1,Face-to-face,Part-time,1.421736782610526,-0.3536974109362662,-0.3737848900442364,0.00802506648470927,0.00017004338991117557
C088,0,5.74,33.4,Online,Not employed,2.992583922072355,-1.7299086455857589,-2.446460268253852,0.0151998140361931,0.007816946122271646
C089,2,6.7,26.2,Hybrid,Full-time,3.06745414271905,-0.6094810226427874,-0.651233610395308,0.017182433466368302,0.0011013059233538727
C090,1,9.41,33.2,Online,Not employed,4.867130428376506,-1.752880572497873,-2.1375808285856426,0.024532556028364617,0.013202939870703949
C091,1,6.89,26.6,Face-to-face,Full-time,2.098834088086688,-0.7584781409240715,-0.8455200691703983,0.012797077562426954,0.0012590205688073276
C092,0,7.68,22.5,Online,Full-time,3.154203683976749,-1.7760077938952714,-2.5116543090070134,0.018857093372122775,0.010297900683145478
C093,0,4.28,35.9,Face-to-face,Not employed,1.5531017499934676,-1.2462350299977398,-1.7624424813272448,0.008178292486240912,0.002152008977109962
C094,0,4.69,23.3,Hybrid,Part-time,1.656067420883527,-1.286882831062536,-1.8199271528737226,0.007791211429115072,0.0021843670360839015
C095,5,8.22,34.7,Face-to-face,Part-time,2.989800872060907,1.1625668848562236,1.0592039446413093,0.014892374897338842,0.0034568556516136567
C096,0,8.96,21.8,Hybrid,Not employed,2.8353666633338475,-1.683854703747876,-2.3813301591059766,0.015507886784793973,0.007561119772059927
C097,1,4.26,19.0,Online,Part-time,1.3176096106067061,-0.2766943291689071,-0.28910349955507286,0.0078588632407566,0.00010187370092008725
C098,0,4.42,34.0,Face-to-face,Not employed,1.4872812526749029,-1.2195414108077278,-1.7246920030399067,0.007257972222956772,0.0018255105146190288
C099,4,10.3,31.5,Hybrid,Full-time,5.820955088474602,-0.7547482424240912,-0.8003438281637336,0.030176003058890018,0.0030459925274135278
C100,7,7.68,18.6,Face-to-face,Full-time,1.7024592077981273,4.060092725379048,3.032923889960028,0.015012411401580817,0.042511809900641136
C101,0,8.77,20.3,Hybrid,Part-time,2.7487705676890766,-1.6579416659487982,-2.344683589608234,0.015480449201921057,0.007316815608286028
C102,5,8.49,39.0,Hybrid,Part-time,5.59400717462976,-0.2511482642898697,-0.2558020723733836,0.03385716900997413,0.0003813090227174918
C103,3,8.92,33.5,Hybrid,Part-time,4.723624329031305,-0.7930579812200502,-0.8505669653333683,0.020763156796749276,0.00226974215237178
C104,2,10.37,39.4,Hybrid,Not employed,6.6035191144379475,-1.7914398515457253,-2.1045702950383345,0.03805636624791598,0.021997902877841945
C105,4,11.79,37.0,Face-to-face,Part-time,4.69863519195689,-0.32230318315640855,-0.33083019515058176,0.026505452305069007,0.0004842237779973959
C106,1,5.19,26.7,Hybrid,Full-time,2.4238087340418044,-0.9145395247577344,-1.0377558229623893,0.013358729069443775,0.0019129353598897358
C107,4,7.55,38.3,Hybrid,Part-time,4.838196284135478,-0.3810693238667929,-0.3929524088279114,0.0279192063397692,0.0007150807253226083
C108,1,11.44,30.4,Online,Full-time,6.43090937114874,-2.1415901509937436,-2.6720005301619194,0.03248598762664421,0.026527908984661133
C109,5,10.75,28.5,Online,Not employed,4.613083675311312,0.1801446578149437,0.1777105529386722,0.021299617221896886,0.00012027179906289825
C110,0,5.8,20.9,Hybrid,Part-time,1.8617447877146456,-1.3644576899686722,-1.9296345704379603,0.010083095344977956,0.0031927527579881532
C111,5,10.16,30.0,Online,Full-time,5.6213147501684295,-0.2620551580926586,-0.26711953524741683,0.028303981489678776,0.0003431001118144066
C112,2,7.79,24.5,Face-to-face,Not employed,1.797139390185703,0.1513236628554164,0.14860286117200272,0.009413811056089443,3.661367985513707e-05
C113,0,9.86,21.5,Face-to-face,Not employed,2.0190866083412495,-1.4209456739584556,-2.0095206435074258,0.01240368767791266,0.004279525327305364
C114,2,9.36,11.2,Online,Not employed,2.019946561811043,-0.014034537555969302,-0.014057731149762382,0.02241421673864049,7.699433573981132e-07
C115,13,10.9,25.5,Face-to-face,Part-time,2.7507241677143686,6.179732261915998,4.458885752128906,0.012584782926526452,0.08215503139915106
C116,0,5.36,21.7,Face-to-face,Part-time,1.1630937537987345,-1.0784682442236,-1.5251844175697145,0.00633952150701107,0.001244640473055124
C117,1,5.09,27.3,Face-to-face,Part-time,1.3797426552751548,-0.32328856041377696,-0.34013425343703113,0.006033936772345724,0.00010638663345114406
C118,1,8.16,22.2,Face-to-face,Not employed,1.7180942682735973,-0.5478453323054862,-0.594774873843303,0.010133410969292269,0.0005173292161190162
C119,15,7.02,34.0,Online,Not employed,3.748217745890831,5.8117766105424735,4.3703006472687145,0.01951101220924175,0.1142512434166123
C120,0,4.33,26.0,Hybrid,Not employed,1.6190560978426414,-1.2724213523210939,-1.7994755335056052,0.007044594270126532,0.0019280005013340797
C121,3,10.05,22.3,Face-to-face,Part-time,2.233414081147995,0.5129513919047707,0.48714837311229164,0.011774086717141835,0.0005287080578677125
C122,0,11.57,39.9,Hybrid,Not employed,7.515497832416631,-2.7414408314637453,-3.8769828042994026,0.04481109600527793,0.06151960411133115
C123,5,8.43,24.1,Hybrid,Part-time,3.0728197444323415,1.0993950954694085,1.0070066421871577,0.013894086747271717,0.002878320957635008
C124,4,7.46,27.1,Hybrid,Not employed,2.9140284952110815,0.6361675793896491,0.6017640632025291,0.012184276741681136,0.0008422474412072773
C125,1,7.13,25.2,Face-to-face,Not employed,1.6912687808904932,-0.5315457224240725,-0.5758294464681354,0.008594599130644864,0.0004117684512219356
C126,7,8.19,27.2,Online,Part-time,3.5087751128328923,1.8638032204048935,1.6390711486246963,0.015423167618778185,0.009211348614027342
C127,1,4.45,25.9,Online,Not employed,1.7221809317724839,-0.5503090172096862,-0.5976444772115906,0.008238718435386897,0.0004227731227205561
C128,1,10.94,23.7,Hybrid,Part-time,3.9248644502183363,-1.4763638844492102,-1.7649547498769087,0.018092638016858953,0.0068170493331456165
C129,3,8.89,23.3,Online,Part-time,3.261949545658519,-0.1450370740736442,-0.14704626029524984,0.015617059922656941,5.650383551642961e-05
C130,5,6.6,26.4,Hybrid,Part-time,2.6359727784877984,1.456069190537479,1.2937549163975794,0.01092857704225484,0.003947490421586018
C131,0,7.29,38.6,Hybrid,Part-time,4.727599602789119,-2.1743043951547167,-3.07493076435523,0.027840015577277964,0.023210442983162112
C132,0,4.81,12.2,Hybrid,Not employed,1.0394275520677088,-1.0195231983960487,-1.4418235343256878,0.011250087206375065,0.0019935445558910947
C133,3,11.63,26.3,Hybrid,Not employed,4.40078693137003,-0.6677392580240186,-0.7089057461468267,0.018921942542867436,0.0014609022718430453
C134,0,4.34,23.5,Face-to-face,Part-time,1.0115781186209984,-1.0057723990153031,-1.422376967347966,0.00501726787123831,0.0008544455208154089
C135,0,11.36,21.4,Hybrid,Not employed,3.538159287871828,-1.880999544888788,-2.6601350671993433,0.01986611245813099,0.01219461827645739
C136,2,4.9,24.1,Hybrid,Part-time,1.7860992583295938,0.1600514066368263,0.15700640805090807,0.008076040932577862,3.504366265651629e-05
C137,9,9.56,34.2,Hybrid,Full-time,6.014569685996453,1.217319720976994,1.133073361761413,0.03264387380160437,0.008615628867045182
C138,0,4.22,22.6,Face-to-face,Part-time,0.9490569335478699,-0.9741955314760328,-1.3777205330166709,0.004923802641937081,0.0007865547847438316
C139,3,9.99,20.0,Face-to-face,Not employed,1.9273491005566832,0.7726418154670424,0.7137917894395815,0.012986969898981501,0.0013263777514310401
C140,0,9.25,25.4,Hybrid,Part-time,3.5504491265582985,-1.8842635501856682,-2.664751067757849,0.01520238512081705,0.009275766292924785
C141,2,4.29,15.5,Face-to-face,Not employed,0.6921540766148818,1.5720095948140473,1.2761989076125142,0.006294120431374929,0.002625297131263385
C142,1,9.91,22.6,Face-to-face,Part-time,2.2287095287818457,-0.8230429351191709,-0.924431498228475,0.011562768763411491,0.0013361566634073302
C143,4,9.53,29.3,Face-to-face,Full-time,3.2317773501618787,0.42733296002001775,0.41188784451175103,0.0187088064033012,0.0005913325833836747
C144,1,7.82,24.8,Online,Part-time,3.045547430623061,-1.1721329383168133,-1.3651862623451367,0.013890247837580718,0.003270860162736653
C145,2,4.99,28.2,Face-to-face,Part-time,1.4018796640789282,0.5051649389268797,0.47443886553907877,0.006061201024763999,0.00026094834760677
C146,17,8.49,35.5,Hybrid,Not employed,4.630290288423755,5.7485114169753055,4.413702427508895,0.021159078008217345,0.12162757585163066
C147,11,10.95,26.4,Online,Not employed,4.322754749000556,3.211567316952264,2.6820817113910427,0.020445170798036368,0.03662824004751673
C148,1,4.87,24.5,Online,Part-time,1.8741784868027156,-0.6385496045166139,-0.7014386128005281,0.008618592254857633,0.0005959266738437135
C149,3,6.76,32.5,Face-to-face,Part-time,2.252968966963611,0.4976924341870604,0.47341138809217587,0.010270782698472728,0.00043285415016992965
C150,3,5.06,18.0,Hybrid,Not employed,1.376832549579334,1.383320340404463,1.1944141612179247,0.00980756808534971,0.0031901889157001087
C151,3,10.54,24.8,Face-to-face,Full-time,2.989095114921406,0.006307412373201425,0.006303583050218204,0.01935067399710203,1.334196598478495e-07
C152,0,6.91,27.3,Hybrid,Part-time,2.8602560606759293,-1.691229156760233,-2.3917592105711347,0.011611930031816972,0.0056663459340240445
C153,0,4.37,20.0,Online,Part-time,1.4064167039140738,-1.1859244090219554,-1.6771503831881467,0.007905631473567907,0.0018827530600659123
C154,16,9.15,21.3,Hybrid,Full-time,3.4480439456668224,6.759662517380104,4.899908148888447,0.02428437358173406,0.19425811127700798
C155,6,10.91,28.6,Face-to-face,Part-time,3.1141326682054764,1.6353390478521121,1.4484373827000452,0.013429873425386263,0.006150074276633308
C156,2,11.96,23.9,Face-to-face,Not employed,2.69415284672974,-0.4229061430241784,-0.4433499365792622,0.014518280258961345,0.00044560983463737443
C157,0,11.79,27.8,Online,Full-time,5.9771763209623,-2.4448264398444115,-3.4575067088762967,0.030277930252848764,0.03207572206017856
C158,5,11.26,15.7,Hybrid,Full-time,3.3967197307242913,0.8699205515141387,0.8122295103147924,0.03373603382222304,0.004557329048491473
C159,3,9.76,32.6,Online,Part-time,5.182039748230496,-0.9585445174985892,-1.0414224470187814,0.02546068267527446,0.0041052975348206365
C160,1,11.92,21.1,Face-to-face,Not employed,2.402437615874501,-0.9048102092343446,-1.025625390370849,0.015117585115730789,0.0021265587734594577
C161,4,7.27,17.0,Hybrid,Part-time,1.9986208329704396,1.415676978663282,1.2441614370793161,0.014171482416125465,0.0048706802190959485
C162,2,5.05,15.8,Online,Not employed,1.3083693457980012,0.6046569561614825,0.5605364067419725,0.01065011618578033,0.0006630119987772317
C163,13,11.54,39.3,Online,Part-time,7.995913224757346,1.7696639176200941,1.6212079055669106,0.05811013580739885,0.03418865259043595
C164,9,11.05,25.9,Face-to-face,Part-time,2.833250622528079,3.6636485216477426,2.910480949044569,0.012801758749150502,0.029385781612255163
C165,3,6.46,24.0,Online,Part-time,2.437175441006123,0.3605202330589802,0.34783047353788876,0.011381552629513972,0.0002522621697252537
C166,9,6.25,27.7,Face-to-face,Part-time,1.7213234905400905,5.547804780346478,3.9008982275780153,0.0074825270938261345,0.03896395798543302
C167,1,4.92,30.4,Online,Not employed,2.2768440047673364,-0.846196458565322,-0.9529467237341696,0.010646460567738712,0.0012980558618880642
C168,2,4.81,39.0,Hybrid,Not employed,3.0146686844445636,-0.5843922693231219,-0.622869449289137,0.01691556615481911,0.0009962367835096885
C169,0,4.11,25.2,Online,Not employed,1.5469696394474108,-1.2437723422907467,-1.7589597149721257,0.007545404483324173,0.0019751122004291826
C170,0,6.01,37.1,Hybrid,Full-time,4.242890958384093,-2.0598278953310865,-2.9130365457316505,0.025592582724727378,0.01906090749228981
C171,0,10.09,32.5,Hybrid,Not employed,4.884559711489296,-2.210104004676996,-3.125559057669298,0.019972373787056363,0.01692884082180075
C172,3,10.75,35.2,Face-to-face,Not employed,3.7938993702780985,-0.40758909288957207,-0.4232096240720199,0.019371355426578783,0.0005577565982941483
C173,3,8.16,23.6,Hybrid,Part-time,2.915895507808572,0.049253059657946505,0.049019089228377964,0.013508875707104486,5.612392301775821e-06
C174,0,6.05,31.5,Face-to-face,Not employed,1.8432644567620953,-1.3576687581152094,-1.9200335709367664,0.008487757651002736,0.0026523645051376764
C175,5,4.58,25.6,Online,Not employed,1.751489814743281,2.4545982751197775,1.9981719818537442,0.008444789386484413,0.008625109543340611
C176,4,5.05,24.3,Hybrid,Part-time,1.855461609700654,1.5743737448884638,1.3624279863329942,0.00831260156233386,0.0034918196301255934
C177,3,9.01,22.8,Hybrid,Part-time,3.118905741009381,-0.06732892785849995,-0.06776368068631065,0.015072957552363715,1.1739308074685754e-05
C178,0,8.94,27.2,Hybrid,Not employed,3.506049375863174,-1.8724447590952247,-2.6480367731068895,0.014614426245692258,0.008795006156966828
C179,3,7.96,28.3,Online,Not employed,3.3887915139216602,-0.2112002129000731,-0.21544494945885456,0.015655889447460568,0.0001201216542543474
C180,9,11.36,31.3,Face-to-face,Not employed,3.4336776424249833,3.003921597034003,2.4923931739529745,0.01577473599141784,0.02449057706150769
C181,3,5.49,33.0,Online,Part-time,2.961593418472602,0.022317365972773447,0.022269388689343087,0.014809717738196655,1.26660489679457e-06
C182,0,10.56,25.7,Online,Full-time,4.9250403147754245,-2.219243185136641,-3.1384838106243036,0.02603063408028869,0.022524372039669324
C183,6,10.16,22.9,Online,Part-time,3.6691630948205556,1.2168257108215896,1.113497490945035,0.017847459185456677,0.004565874952876005
C184,16,10.83,34.2,Online,Part-time,6.127566841046297,3.9882297922390677,3.3118642729341494,0.03249536893834587,0.09202894925792042
C185,3,5.74,40.2,Face-to-face,Full-time,3.001542845299953,-0.0008905331861896997,-0.0008906094940437716,0.02303714490472971,3.190226488543648e-09
C186,4,4.04,32.6,Online,Full-time,2.4785042209819754,0.966442278190378,0.8866348734373951,0.013043482545359152,0.0020844818272862287
C187,1,6.56,15.0,Face-to-face,Full-time,1.2603750788503036,-0.23192603896353595,-0.24068951185324414,0.013768709280556608,0.00012690637714320716
C188,2,7.09,20.0,Face-to-face,Not employed,1.3678583706653538,0.5404976689352304,0.5052923204137216,0.0092169786370149,0.000457159627026702
C189,1,5.85,29.8,Face-to-face,Part-time,1.751357210811756,-0.5677525471518516,-0.6180067546941478,0.007565684347547144,0.0004126782735203361
C190,3,5.13,15.6,Online,Not employed,1.318576290977547,1.4642813658189555,1.2528011779433355,0.010878189120055854,0.003973332126904939
C191,1,7.41,29.1,Face-to-face,Not employed,2.052284023654266,-0.7345379601598508,-0.8164933469870725,0.009417528917071046,0.0008630439728269876
C192,0,5.24,34.8,Hybrid,Not employed,2.779412581773243,-1.6671570357267618,-2.3577160905305132,0.012294778604456985,0.005838049623621897
C193,10,9.67,33.0,Hybrid,Not employed,4.775165662014046,2.3909929937830783,2.0816963863592566,0.019781702445056823,0.019616585311058508
C194,0,4.25,19.7,Online,Part-time,1.3515897255105556,-1.1625789115197969,-1.644134864000247,0.007730677316301131,0.0017686913329686498
C195,1,10.85,31.5,Online,Not employed,5.245403218226718,-1.853657555083933,-2.275104877866368,0.02507131706753038,0.015105642931425519
C196,3,11.89,20.3,Hybrid,Not employed,3.544866936280377,-0.28939464186770003,-0.29732787040835124,0.02144440150078762,0.0003125882429833121
C197,4,4.27,28.3,Online,Not employed,1.8178567543273223,1.6184654289534977,1.3945618668242385,0.008398322605610126,0.0037288391663481777
C198,9,7.97,25.1,Online,Full-time,3.629534581191834,2.8189440435402306,2.367537094804641,0.019535485513021453,0.026914239266282548
C199,0,8.83,17.9,Face-to-face,Part-time,1.6475553958982319,-1.2835713442961523,-1.8152440033770842,0.011427299414407757,0.003210814057369795
