student_id,completed,prior_score,study_hours,self_efficacy,instructional_format,employment_status,predicted_probability,deviance_residual,pearson_residual,standardised_residual,leverage,cooks_distance
B053,1,84.8,9.3,55.0,Hybrid,Not employed,0.9006989903505022,0.4573492345111885,0.33203739210674504,0.33391229427790986,0.011198380284191997,0.00015784138193058317
B054,0,43.6,8.2,43.7,Face-to-face,Not employed,0.5680001166074296,-1.2956310899809935,-1.1466540191533185,-1.1644565082583087,0.030342747243654065,0.005303874109604067
B055,0,80.6,8.2,41.5,Hybrid,Part-time,0.8400002873235847,-1.9144624621665094,-2.2912902966664177,-2.3067072141980836,0.013322365161653246,0.008980510190572165
B056,1,71.9,8.0,47.3,Face-to-face,Not employed,0.7317004575680792,0.7904227473232955,0.6055406500128234,0.6090175824235194,0.011385573952260397,0.000533946396564077
B057,1,58.6,1.9,32.3,Hybrid,Full-time,0.3667992475997392,1.4162913470446197,1.313882393726597,1.3301622504418955,0.024328208263389967,0.005514747418199366
B058,1,58.7,3.5,40.4,Face-to-face,Part-time,0.39833031643798295,1.356815151086673,1.2290155673967214,1.2392135089020975,0.016391009516792846,0.0031987883378330815
B059,1,83.7,4.2,48.1,Face-to-face,Full-time,0.5755360760601511,1.051145438386817,0.8587843401841392,0.8704358119433543,0.026592402376296218,0.0025872974251953435
B060,1,68.8,5.2,38.9,Online,Not employed,0.41576031464575824,1.3248745989606925,1.1854248050605596,1.1973353358230276,0.019796109275233516,0.003619137077770719
B061,1,68.3,3.4,50.2,Face-to-face,Full-time,0.4420486178233576,1.2777600775403684,1.1234743471247228,1.1372561676411033,0.024090110076120854,0.003990760636829538
B062,1,73.7,9.6,47.8,Face-to-face,Part-time,0.7976311355784409,0.6724715971899728,0.503698663097156,0.5069461423909962,0.01277089380370474,0.0004155631224112894
B063,1,58.4,6.0,49.2,Face-to-face,Not employed,0.5636058576189937,1.0708875812066019,0.8799372587234123,0.8888569206742319,0.019969260354730203,0.0020123152140251936
B064,1,75.6,9.7,38.7,Hybrid,Not employed,0.8628635944571857,0.5431365576291569,0.39866242862270146,0.40122709701406284,0.012743265103414381,0.0002597413760865033
B065,1,58.7,6.4,44.3,Hybrid,Part-time,0.6792375799694601,0.8795275046987832,0.6871964190067206,0.6922499738188315,0.014547082854322557,0.0008842517784492388
B066,1,80.2,7.3,38.5,Hybrid,Full-time,0.7758646525381416,0.7124285098781414,0.5374798572812086,0.5431333584428342,0.02070974758560819,0.0007798055856399207
B067,0,66.6,8.0,40.2,Face-to-face,Not employed,0.6843142322792057,-1.5185571876565513,-1.4723134682033396,-1.4811623223763752,0.011912835407686026,0.0033062463402728395
B068,1,66.3,6.6,30.6,Face-to-face,Full-time,0.5348926959136201,1.1186501871348487,0.9324879880677618,0.9476599445880985,0.03176351544301267,0.0036826647132476575
B069,1,77.3,5.7,45.8,Hybrid,Full-time,0.7155473145567386,0.8181779197828428,0.6305010889883861,0.6354958737550309,0.015657555947254924,0.0008029957438001439
B070,1,51.4,7.4,32.9,Online,Not employed,0.4023932036166961,1.349315048429962,1.2186596884067413,1.2340835252457871,0.024840217600248675,0.004849296471491646
B071,1,66.2,5.7,40.3,Hybrid,Part-time,0.6769982285317659,0.883274162101042,0.6907305838851665,0.6950626862886136,0.012426511126091246,0.0007598672939324702
B072,1,70.9,4.7,45.1,Hybrid,Not employed,0.6761897823033218,0.8846259088313864,0.6920077723661929,0.6979775086472119,0.017032660536016438,0.0010552036203299517
B073,1,81.6,7.5,50.2,Hybrid,Full-time,0.8138126563499616,0.6419113511581405,0.47831374168726953,0.48209283186516616,0.015616403830953446,0.0004608801719959906
B074,0,57.5,4.3,43.7,Online,Not employed,0.3190402308394057,-0.8766436570239504,-0.6844819467361709,-0.6907130508056215,0.017961142758219733,0.0010907133513965701
B075,1,60.5,12.3,51.6,Online,Part-time,0.751149090025937,0.7565066092449498,0.5755811252015752,0.5854938481520924,0.03357442316342537,0.0014886576384531426
B076,0,62.6,7.6,40.4,Face-to-face,Part-time,0.6370484847237108,-1.4237176829484854,-1.324835438166416,-1.3332021725067777,0.012511952183205395,0.002815109332761008
B077,1,66.1,7.6,46.6,Hybrid,Part-time,0.7731717391702387,0.7172922455933401,0.5416398333024705,0.5447747958206727,0.01147608997434028,0.00043067612060076647
B078,1,59.1,5.3,37.1,Hybrid,Not employed,0.6121708519522746,0.9907006263991222,0.795946540616031,0.802414361357458,0.016055928904550078,0.0013133256373200994
B079,1,53.1,3.7,37.9,Hybrid,Full-time,0.44310979264397177,1.275882205157318,1.1210606700451373,1.133206261394948,0.02132092655115743,0.0034969845689786076
B080,1,92.0,9.6,55.0,Online,Not employed,0.8031229887102359,0.6621894218897725,0.495115446143351,0.5013604434184673,0.02475705130805412,0.0007976203805650783
B081,0,78.0,5.6,39.1,Face-to-face,Full-time,0.5837870374070862,-1.324053035495248,-1.184320980224976,-1.1978491659775985,0.0224599128039636,0.004120859166581408
B082,1,69.0,10.7,53.6,Face-to-face,Not employed,0.8304226513249776,0.6096236369029497,0.4518916608455345,0.4552314288584847,0.014619012814395314,0.00038431590397524387
B083,1,61.7,2.9,44.0,Face-to-face,Part-time,0.39745655374258604,1.3584326627566676,1.2312588135452545,1.2437179419175377,0.019934942440192352,0.003932908952940378
B084,1,48.4,5.8,31.2,Face-to-face,Part-time,0.42387343617740597,1.3102063714481293,1.1658450946390158,1.1803513095420022,0.024428449319890487,0.004360832019437325
B085,1,76.3,8.7,46.0,Face-to-face,Not employed,0.776980960168628,0.7104075354361109,0.5357544445206429,0.5389781916621204,0.011926665014482593,0.0004383108698856699
B086,1,77.5,7.9,46.6,Hybrid,Not employed,0.8331596025796082,0.6042020447379427,0.4474932674928006,0.4498547297660235,0.010471221044731052,0.0002676846654874494
B087,1,59.3,4.4,34.9,Hybrid,Full-time,0.5099869235435744,1.1604914421943122,0.9802217043818784,0.9902974580722863,0.020245423982746945,0.002533091731480648
B088,1,62.4,6.7,44.8,Hybrid,Not employed,0.7194213380140375,0.8115517079182407,0.624504629966233,0.6280691488794262,0.011318511518685584,0.000564492075668816
B089,0,55.4,3.4,39.6,Face-to-face,Part-time,0.37078490951745813,-0.9625820738860209,-0.7676468292378169,-0.7743592270185427,0.01726151099732671,0.0013165453151714052
B090,0,50.7,3.9,35.1,Face-to-face,Not employed,0.3598427651759717,-0.944501406446936,-0.7497441031476635,-0.7576423480809363,0.020740858194324377,0.0015197340127643842
B091,1,70.7,8.5,53.2,Face-to-face,Part-time,0.7560873448281555,0.7477945894285891,0.5679775661835035,0.5729089378304919,0.017141111553918068,0.0007155319324655816
B092,0,67.3,6.4,39.4,Online,Part-time,0.46461039943694343,-1.1178198171101152,-0.9315571373457016,-0.9395401207885679,0.016921191100715216,0.001899254960088448
B093,1,71.3,6.3,51.9,Hybrid,Full-time,0.7266264307463925,0.7991780576725113,0.6133701909863808,0.6192034543835712,0.018752437369280006,0.0009159165081900687
B094,1,64.4,4.5,40.4,Face-to-face,Part-time,0.48674742612934035,1.2000082688162441,1.026865909499437,1.0340750193185226,0.013894505399976425,0.0018833620702675528
B095,1,87.7,11.3,53.4,Online,Not employed,0.8371981893402171,0.5961450346504286,0.4409765294476364,0.4453167348679034,0.019397676023837684,0.0004903484745644425
B096,1,69.2,8.1,47.3,Online,Not employed,0.5987152871753698,1.012886081874604,0.8186836818586867,0.824612738406711,0.014328522923734323,0.0012356040561582505
B097,0,58.5,4.5,36.0,Face-to-face,Full-time,0.3925113430696655,-0.9984205282959343,-0.8038166898579828,-0.8110991658076009,0.017876440516561263,0.0014968312497420264
B098,1,81.0,7.6,49.4,Face-to-face,Not employed,0.7647091773283811,0.7324748156625257,0.5546951172613789,0.5591022130221541,0.015702768833631236,0.0006233649929654427
B099,1,59.6,2.9,52.9,Online,Full-time,0.2531261157719125,1.657629290971444,1.7177310236921781,1.7452089583115122,0.031241665869406323,0.012277886427368299
B100,1,74.1,10.3,38.2,Hybrid,Part-time,0.8694829869492163,0.5288790255911311,0.38743871779231864,0.390192141217565,0.014063371627784926,0.00027146103534657644
B101,1,75.1,12.2,50.8,Face-to-face,Part-time,0.881010939270284,0.5033591883420366,0.3675046746601428,0.3701951930060808,0.014482852679350027,0.00025174536956918016
B102,0,48.1,4.7,46.7,Face-to-face,Not employed,0.421047179036587,-1.0454991997937693,-0.8527933277902212,-0.8652739756756013,0.0286398025649329,0.002759351411886354
B103,1,70.4,7.4,46.5,Online,Part-time,0.5609248903796648,1.075330895737781,0.8847428331845785,0.8921285995225963,0.01648908834608786,0.001667947586952163
B104,0,74.5,4.0,38.1,Hybrid,Full-time,0.5953441771537771,-1.3451530718176419,-1.2129451382882215,-1.2258688842999919,0.02097389330528878,0.004024230403860784
B105,1,61.9,6.7,44.4,Face-to-face,Full-time,0.5574832480875846,1.081039152272213,0.8909410041983716,0.8993433807115198,0.01859829264793004,0.0019159640943831114
B106,1,65.8,8.5,46.5,Face-to-face,Full-time,0.6776066317530839,0.8822565937088166,0.6897698795111659,0.6970791387045745,0.020861156167002314,0.001294101316696403
B107,1,77.9,8.4,48.5,Face-to-face,Full-time,0.7422568300087576,0.7720880307547495,0.5892729172425477,0.5948861592411161,0.01878261622245688,0.0008467761032109659
B108,1,72.0,9.7,47.9,Face-to-face,Part-time,0.7942425213522702,0.678773042870607,0.5089806214329876,0.5123203662046905,0.012995224577803471,0.0004319741807149406
B109,1,53.7,9.5,46.6,Hybrid,Not employed,0.7925353365212672,0.6819357529186717,0.5116379503115271,0.5159827709940108,0.016770048133221818,0.0005676225275684576
B110,0,70.5,4.3,33.8,Hybrid,Full-time,0.5722049349069993,-1.3031584845653652,-1.1565326939130975,-1.1708539646083382,0.024313340510586305,0.004270214984621691
B111,1,52.4,3.1,36.5,Face-to-face,Part-time,0.3294450650543984,1.4901984170443126,1.426677060631925,1.4400603090395525,0.018500696799670747,0.004886180027413553
B112,0,56.8,3.6,41.3,Online,Not employed,0.2774271555073665,-0.8061476803299196,-0.6196317550652009,-0.6253569797741607,0.018226444427215053,0.0009075209128698346
B113,0,60.7,3.7,42.0,Online,Part-time,0.2988609338331451,-0.8426731621141785,-0.652878687285897,-0.6585410197413685,0.017122666844734135,0.0009443821369355302
B114,1,82.3,9.5,49.8,Hybrid,Part-time,0.8898290144785391,0.48316861089380775,0.35186845646032056,0.3537498595703855,0.01060862628971445,0.00016772337640773112
B115,1,46.6,8.8,37.9,Face-to-face,Part-time,0.5928975423379316,1.0224809762844957,0.8286326415238494,0.8410600922753646,0.029333545251976952,0.0026721362572531475
B116,0,82.5,5.8,36.8,Online,Part-time,0.5212298718318688,-1.2137007013263519,-1.0434007049120742,-1.0627174030421913,0.03602301258498281,0.005275443326041061
B117,1,74.4,10.1,43.6,Hybrid,Not employed,0.8763949709724872,0.5136894189217024,0.3755503162873806,0.3773244977427664,0.009381899990345765,0.00016854837061657267
B118,1,67.7,4.1,40.8,Hybrid,Full-time,0.5668541208565511,1.0655076637895526,0.8741408971252106,0.8811877239603698,0.015929977308445184,0.0015712165479033623
B119,0,66.3,5.3,43.5,Hybrid,Not employed,0.6738037081227481,-1.496833963067035,-1.4372330267001314,-1.4471639786038388,0.013677616628033403,0.0036302542167986718
B120,1,35.0,7.6,29.0,Face-to-face,Not employed,0.43316086774726975,1.2935579623108873,1.1439454222840935,1.17096513460531,0.04561703018538803,0.008192232478311206
B121,0,66.9,5.6,36.2,Online,Part-time,0.4097229543759327,-1.0268040547650508,-0.8331384929097401,-0.8415293263125032,0.01984244854819477,0.0017920408121185382
B122,1,54.2,7.3,36.2,Hybrid,Part-time,0.6726155125938929,0.8905968968252119,0.6976628680186726,0.7042001330598586,0.018480318894526233,0.001167112357232762
B123,1,63.9,11.9,38.9,Online,Part-time,0.7187962935931014,0.8126220283346438,0.6254716155053631,0.6353815402901689,0.030950358350860588,0.001611754367577424
B124,0,49.3,3.9,33.0,Face-to-face,Full-time,0.301517055077101,-0.8471652935532822,-0.6570191653968428,-0.6644836016536203,0.02234068859552195,0.0012612104560269235
B125,1,77.3,9.3,52.9,Online,Not employed,0.7186375452416464,0.8128937912246126,0.6257172394063615,0.631482243771998,0.018175298302853936,0.0009227411594543046
B126,0,58.6,6.4,36.4,Online,Not employed,0.40653557523001427,-1.0215458953413004,-0.8276599355069564,-0.8350382222474595,0.017593661617704415,0.0015609457221921427
B127,1,45.5,4.7,26.8,Face-to-face,Part-time,0.3375736445523119,1.4737513944978051,1.400827101206397,1.4224617152648298,0.03018723162877665,0.007872752080593317
B128,1,69.5,7.8,36.6,Online,Full-time,0.5004637136990999,1.1766224398309082,0.9990730022640166,1.015348038249866,0.03180111434341208,0.004232701489681861
B129,1,82.9,8.1,53.1,Hybrid,Part-time,0.8640293621974892,0.5406450346218925,0.39669645244436946,0.3993147723348439,0.013071070078717623,0.0002639769642590387
B130,1,61.6,9.4,40.8,Online,Part-time,0.5917263844340548,1.0244129434911748,0.8306444931140929,0.8398662801944403,0.021839569897778244,0.001968630885179526
B131,1,75.8,9.6,54.1,Face-to-face,Full-time,0.7915256334050916,0.6838026240508225,0.5132084985388375,0.5191395277550077,0.022718936607923366,0.0007831531959639532
B132,0,65.0,4.9,46.8,Face-to-face,Part-time,0.5330388719182856,-1.2341063668015515,-1.0684127838753545,-1.0771515166155334,0.01615981547213057,0.0023821847915086428
B133,1,64.8,7.1,36.0,Face-to-face,Part-time,0.611590884479186,0.9916569058112602,0.796919043409409,0.8031364148783016,0.015422799628525184,0.001262996333762672
B134,0,66.3,2.2,45.0,Online,Part-time,0.27094441308727746,-0.794990942050722,-0.6096208033480514,-0.6167131877886524,0.02286833594181592,0.0011126484328626016
B135,0,63.0,5.9,44.2,Online,Part-time,0.42674210535064916,-1.0549119258023456,-0.8627952104311764,-0.8697006647051232,0.015817027114164287,0.001519492738539654
B136,1,66.2,6.4,46.7,Face-to-face,Not employed,0.6243046499023225,0.9706871882913592,0.7757461433484901,0.780877361908904,0.013099008756309196,0.0010116738523698774
B137,0,57.3,8.6,36.1,Face-to-face,Full-time,0.6008398657462574,-1.355280490249461,-1.2268904619322467,-1.2457927013739005,0.030115506208272427,0.006023816433211735
B138,1,71.6,6.9,42.1,Face-to-face,Not employed,0.6664187445516891,0.9009295870891642,0.7075012595617867,0.7121559937257294,0.013029511128642729,0.0008369205554366682
B139,1,63.2,5.0,42.7,Hybrid,Part-time,0.6330940657600467,0.9561759929865077,0.7612779425535567,0.7665647220616264,0.013745868148929906,0.001023743149709531
B140,1,73.1,8.7,46.0,Hybrid,Not employed,0.8400157096805909,0.5904823203432166,0.43641027325902587,0.4383795961485658,0.00896437486662144,0.00021729084072156664
B141,0,47.7,5.7,34.5,Hybrid,Full-time,0.5037784700767217,-1.1838351397539812,-1.007585710836346,-1.0233896536084626,0.030647006462173557,0.004139026062389189
B142,0,58.9,5.3,41.7,Hybrid,Not employed,0.6253107095214587,-1.4011838959823355,-1.2918506062263124,-1.3013383715091502,0.014528394626290976,0.0031207860557111652
B143,0,51.2,4.7,36.6,Face-to-face,Not employed,0.4079008383846509,-1.023797983389806,-0.8300037908207096,-0.8379207106214835,0.018807314378757333,0.0016822415088763993
B144,1,55.5,4.6,44.3,Hybrid,Part-time,0.5705566895214387,1.059379768053888,0.8675679907912616,0.8762874950226189,0.019802000005219898,0.0019390923170000884
B145,0,61.8,6.9,44.1,Online,Not employed,0.4780582033726773,-1.1403501199457176,-0.9570383686040693,-0.9638481884044815,0.014080564497191495,0.0016584635162901753
B146,0,70.9,2.9,44.3,Face-to-face,Full-time,0.41313600425727226,-1.0324361285750565,-0.8390305790538086,-0.8472235450886617,0.019247226003999196,0.0017608187215393213
B147,1,63.2,6.7,47.6,Face-to-face,Part-time,0.6179941163198248,0.981097693492192,0.7862177706348368,0.7921002565787256,0.014797730280635,0.0011779857161609705
B148,1,58.5,7.9,44.5,Hybrid,Not employed,0.7491153966245943,0.7600818899862453,0.5787122070738367,0.5822112187756313,0.011983614511995946,0.0005139191909667038
B149,1,64.6,3.5,46.0,Hybrid,Part-time,0.5756217743587583,1.0510037827792267,0.8586337188780594,0.8675581069970988,0.02046776208739465,0.0019658880567897273
B150,1,64.9,9.4,31.5,Hybrid,Not employed,0.8031425786665205,0.6621525855938158,0.4950847745922078,0.5003947735303682,0.021110632538181122,0.0006749990753803776
B151,1,69.9,6.6,46.0,Face-to-face,Full-time,0.6072140106212561,0.9988733443447595,0.8042796906518291,0.8110056630075643,0.016517965688663927,0.0013808544864452527
B152,1,61.0,7.9,37.2,Hybrid,Not employed,0.742955506282052,0.7708684971263314,0.5881969248663405,0.5921328234012518,0.013249789401381207,0.0005885048309364378
B153,1,64.0,5.7,47.6,Online,Not employed,0.4399543822799873,1.2814712123813135,1.1282565868977112,1.1381669633497433,0.01733880949443318,0.0028571789035378376
B154,0,53.8,5.0,37.7,Online,Not employed,0.31370514166634933,-0.8676957081370608,-0.6760914532048778,-0.6819784206942757,0.01718986583675581,0.0010168435537630228
B155,0,77.3,6.8,38.0,Face-to-face,Part-time,0.6762287947342841,-1.5018110195514656,-1.4451992211729898,-1.4592288170425824,0.01913634475823301,0.005192866433412989
B156,1,58.2,10.3,49.2,Online,Not employed,0.6486605617295632,0.9304254042804166,0.7359608365511526,0.7445019434179627,0.022812872732213007,0.0016174986426865008
B157,1,58.6,5.6,42.1,Hybrid,Not employed,0.6396380355925477,0.9453600710943503,0.7505892366963122,0.7558961394192004,0.01399206431115825,0.0010135277637133718
B158,1,73.2,7.5,43.5,Face-to-face,Not employed,0.7067358515952701,0.8331846152870807,0.6441706380452975,0.648190491237259,0.012364847607921649,0.0006575178594710392
B159,1,59.5,4.8,32.9,Hybrid,Not employed,0.5755245475386573,1.0511644946905014,0.8588046038480674,0.8685297743683176,0.022269179664429584,0.0021476541682350445
B160,1,70.2,8.1,43.9,Hybrid,Not employed,0.806628365046196,0.6555794856071695,0.4896205525275337,0.4919065661358096,0.00927290638105862,0.00028309818675191636
B161,0,59.0,8.9,41.2,Face-to-face,Full-time,0.6419801221769285,-1.4332946448497055,-1.3390821487950941,-1.3570628480307565,0.026323879796405044,0.006223652208077758
B162,1,59.3,4.7,38.4,Face-to-face,Not employed,0.46469941329409625,1.2380343334816484,1.0732794094079436,1.0820203000987312,0.016091352254146582,0.0023934182316931816
B163,1,66.2,7.0,45.4,Hybrid,Full-time,0.7130912327100162,0.8223696378618277,0.6343067913461801,0.6393319055500065,0.015658113094085314,0.0008127485977501419
B164,0,73.4,3.4,49.0,Face-to-face,Not employed,0.5205615267430342,-1.2125507884349425,-1.04200449607863,-1.0577885210893718,0.02962078391094964,0.00426935997685759
B165,0,58.5,4.8,40.3,Hybrid,Part-time,0.5867967455642816,-1.3295229712886996,-1.1916863959647754,-1.2009016998232125,0.015288422581436112,0.0027988431862157248
B166,0,61.8,7.3,44.0,Face-to-face,Not employed,0.6345052454687753,-1.4188046739301678,-1.3175801220779737,-1.3252094089317323,0.011480941409343682,0.0025495966985868445
