project_id,completion_days,task_complexity,team_size,digital_support,prior_experience_years,predicted_mean,deviance_residual,pearson_residual,leverage,cooks_distance
G194,43.93,5,5,1,4.13,64.01969669262247,-0.3543681839212704,-0.31380493395773273,0.009931302417924785,0.001275122360220491
G195,47.76,3,8,0,10.31,40.54549396671934,0.16835828975915212,0.17793607445509202,0.027537922193757416,0.0011783399680594677
G196,47.52,3,5,1,2.61,47.460459027644774,0.0012540142460998184,0.0012545384847741977,0.007536179256263676,1.5390283082462692e-08
G197,35.73,2,6,1,3.36,37.808637399150264,-0.05601896656162799,-0.05497784480318203,0.0071905298040938,2.818131597978244e-05
G198,37.6,3,4,0,2.54,56.35299442254545,-0.3790885912151858,-0.33277724839130884,0.005920342876743919,0.0008479466300848436
G199,107.2,3,2,0,1.9,64.18698166718762,0.5607579843761733,0.6701205947934553,0.026312957514513416,0.015929186350663167
G200,20.74,3,8,1,2.34,39.55546232266458,-0.5830380300492168,-0.47567292145852774,0.005862162092804832,0.0017152927520073214
G201,52.54,1,4,1,4.96,35.9171758540291,0.40608058607546077,0.4628098883255098,0.01978036919459549,0.005635723006356166
G202,50.25,5,2,0,3.7,86.32528524177881,-0.49641232203752284,-0.4178994038738429,0.012084168307633073,0.002763612557390837
G203,34.69,4,4,0,2.07,66.30973638011315,-0.5848695666101055,-0.4768490738502797,0.005881748630682979,0.0017296133613750203
G204,64.89,5,5,1,1.63,65.74109200115018,-0.013002412086212431,-0.012946119013892981,0.01723052364097008,3.821475914356623e-06
G205,66.67,4,3,0,4.66,68.61659394664586,-0.02864194113368405,-0.02836914272019205,0.011128205917351702,1.170561881642657e-05
G206,67.03,5,6,1,6.22,58.86947149241389,0.1326882422026688,0.13862071971612144,0.01667905381518541,0.00042363702251072227
G207,65.87,5,6,1,2.24,61.40945354815398,0.07094843254439395,0.07263615280908352,0.01684700117794939,0.00011752840330187046
G208,59.7,3,5,0,5.36,51.41960293523117,0.15312258313306398,0.16103580331413558,0.007910797304059304,0.00026639157032115764
G209,40.77,3,6,1,2.81,44.52665543567874,-0.08686547087539025,-0.08436868655238294,0.006395692327247163,5.8935909121424196e-05
G210,30.8,2,7,1,2.76,35.7739275371043,-0.14606077533300427,-0.1390377819697152,0.008087279667329157,0.00020308506363196652
G211,57.06,5,3,0,1.69,82.91111604369175,-0.3517745620450281,-0.3117931259068924,0.013453849547498167,0.0017175192184950216
G212,52.65,4,2,0,1.64,75.3597241088057,-0.33839558288475863,-0.3013509454468941,0.012738596962738335,0.0015169077691962393
G213,25.58,1,7,1,7.14,29.166470421046768,-0.1284013441271483,-0.12296552751404374,0.014145614665248323,0.00028126766751956006
G214,100.42,4,8,0,6.13,49.6253380792268,0.7983773561004648,1.0235630403097622,0.027486523833612712,0.03891477583615578
G215,114.94,4,3,0,3.44,69.51083851353721,0.5488670424900837,0.6535550779985984,0.01965916097988265,0.011166882722099532
G216,34.51,2,5,1,0.65,41.387794118070275,-0.17639492713952482,-0.16617928702480356,0.010128683775028808,0.0003648430641931892
G217,27.56,5,7,1,11.0,52.609913673973985,-0.5837718197484596,-0.476144359962448,0.015061901999512087,0.004498793015899067
G218,69.66,4,2,0,3.71,73.72215236373583,-0.0561467016278858,-0.05510083785527157,0.014680482109357105,5.867584210752273e-05
G219,48.91,3,6,1,4.24,43.85597255645575,0.11109028001230865,0.11524148591251068,0.0067794148262203145,0.00011664745359095148
G220,72.38,4,3,1,1.59,63.54880006386865,0.13300612997634653,0.1389672177484972,0.019015547479504933,0.0004877149736482217
