student_id,final_score,prior_score,study_hours,online_engagement,attendance_rate,academic_self_efficacy,instructional_format,employment_status,fitted,residual,studentized_residual,leverage,cooks_distance,dfbeta_Intercept,"dfbeta_Cinstructional_format,_Treatmentreference_Face-to-faceT.Hybrid","dfbeta_Cinstructional_format,_Treatmentreference_Face-to-faceT.Online","dfbeta_Cemployment_status,_Treatmentreference_Not_employedT.Part-time","dfbeta_Cemployment_status,_Treatmentreference_Not_employedT.Full-time",dfbeta_prior_score,dfbeta_study_hours,dfbeta_online_engagement,dfbeta_attendance_rate,dfbeta_academic_self_efficacy
M015,54.3,69.8,4.2,56.3,76.4,47.3,Face-to-face,Part-time,59.93817568625614,-5.63817568625614,-0.7240881282654618,0.02975513523951281,0.0016108863978545056,-0.0001618397909174166,0.04956940218839311,0.061565207720359984,-0.03968262092159259,0.03313966224427226,-0.02754368838799094,0.06672011256579193,-0.0226369259389925,0.030312972422144067,-0.04378324261769437
M017,80.7,69.7,11.1,85.9,70.3,49.9,Hybrid,Not employed,77.89007155940665,2.809928440593353,0.36248446335170575,0.039857687122958396,0.0005472929805623224,0.014996270283996317,0.020163787451415328,-0.007768726736382562,-0.03309525451782658,-0.03268792237907539,9.519737260825233e-05,-0.004440067441881632,0.027252979490941118,-0.04103088327254824,0.014614245788709892
M018,81.3,87.7,11.9,64.5,80.6,55.0,Face-to-face,Full-time,79.62380934286175,1.6761906571382497,0.2179974908560895,0.05566509806724262,0.0002811682061278171,-0.010715402680769313,-0.01739772317972637,-0.0008260741141828486,0.010572106347056116,0.030655503792690976,0.01315114143832471,0.027778915765596716,-0.014584050687642248,-0.0013638916358670605,0.0062100379557090595
M019,76.8,89.8,7.1,59.8,88.0,47.2,Online,Not employed,75.96334812881659,0.8366518711834061,0.10847083346012039,0.049864814036343144,6.19871197142012e-05,-0.0015745024856194374,0.002917040501277431,0.014070122133059727,-0.008217619577326658,-0.008077888502950669,0.01630410557925481,0.00045169057489910465,-0.00826375112977856,-0.0020675539695084446,-0.0016022330705033614
M020,57.3,54.4,6.7,66.5,87.5,54.5,Online,Full-time,58.57269089671779,-1.2726908967177906,-0.1660995176838647,0.062313524885799824,0.00018403540146059712,0.014225419563727732,0.0009281339750863249,-0.016610815579545263,-0.005047555346200691,-0.024078843537291818,0.02281448529519992,-0.007594844050625523,0.0023315044552306803,-0.016274207081463325,-0.01958494103222549
M021,60.3,63.8,6.8,67.9,76.7,42.2,Online,Part-time,62.243333496179474,-1.943333496179477,-0.248415437661375,0.022439422174220933,0.00014216983721565584,-0.0075955054709488405,0.0013143830761892642,-0.02343140789493054,-0.014725283201679568,0.001566880347232701,0.00034890805439422343,-0.008784720230641604,0.006696263652068527,0.008780904888894396,0.0009761381083923789
M022,75.6,70.4,5.2,70.5,77.3,43.5,Hybrid,Part-time,66.03993796429134,9.560062035708654,1.2302946129034935,0.030036503922035725,0.004677873841474919,-0.032503019686740804,0.07735134143602371,-0.06490679062854382,0.0484984459529131,-0.0563836933110379,0.05731613372109689,-0.13797659877335014,0.10254419965975273,-0.02641757615940119,0.018759801436849428
M023,45.9,62.2,7.4,50.6,82.5,47.6,Face-to-face,Part-time,61.349624587595045,-15.449624587595046,-1.9919693347628218,0.02450173312297057,0.00985299234495154,-0.04304241722434203,0.1283600814815492,0.05923201754417963,-0.17195041009280282,-0.026900445597514415,0.0770234028191894,-0.08732785912995579,0.13242251468502692,0.000471859551118238,-0.09353232871063943
M024,67.5,58.8,7.5,66.1,90.0,43.1,Online,Not employed,64.88988274900288,2.6101172509971207,0.33461715504303274,0.027891591865332827,0.00032236836703373485,0.003811638641325367,0.004090196372205646,0.03608768388493825,-0.022047803283328518,-0.010514339776572333,-0.01772150175014539,0.011918493575849268,-0.010367047927762154,0.013577845601170334,-0.0014877582027091813
M025,65.7,79.8,9.4,50.4,82.8,44.0,Face-to-face,Not employed,73.8464938562117,-8.146493856211691,-1.0491705586690572,0.033042610652698645,0.003760015465308912,-0.07088990556051138,0.049498069823484876,-0.0048132918138570485,0.06029089094019739,0.05843654966042445,-0.08683802843889737,-0.07895782969601314,0.11050821844245289,0.051671100254860776,0.045359984301628894
M026,69.9,53.6,8.2,68.8,75.5,37.0,Face-to-face,Not employed,63.09864384148244,6.801356158517564,0.8742871133737308,0.030663520448970256,0.002420206472619266,0.08600968315303087,-0.06537868053769672,-0.06096712052710249,-0.06854893670966179,-0.05442831737491638,-0.052955508185758206,0.008526568342397805,0.03965246113701509,-0.04401864970926522,-0.0444554128309055
M027,69.5,64.6,8.4,72.3,76.2,43.5,Online,Part-time,65.50165213783366,3.998347862166341,0.5123273361340318,0.026331049972410817,0.0007118609501301392,0.016059958543819412,-0.005594160365538575,0.05177024684198988,0.033858209194791274,0.003038323570350435,-0.005028975284569488,0.03458080696420698,-0.015406679250766185,-0.022022345640032935,-0.0015272441496852578
M028,89.7,87.3,7.8,86.8,90.1,43.8,Hybrid,Not employed,83.3331696871433,6.366830312856706,0.8314754748517644,0.06110660712180522,0.004504956877928609,-0.0824407868288723,0.05465499890560442,-0.057199878242856356,-0.07666345317733936,-0.06544368431835733,0.10670870028060817,-0.12382017226020993,0.13244928237614526,0.02672326580292944,-0.03481729130587972
M029,40.0,52.3,1.6,60.8,67.1,41.8,Face-to-face,Part-time,48.34839994963033,-8.348399949630327,-1.0886446462553399,0.05651664515411696,0.007094190804965425,-0.05621142231722635,0.08647375415226419,0.14509985947590692,-0.030789205505594948,0.0878582506811907,0.03989335085727866,0.17584965505936956,-0.12350235190368762,0.08335239309053069,-0.06803414480272153
M030,47.2,69.3,3.4,43.1,78.1,40.4,Face-to-face,Full-time,56.08776751448285,-8.887767514482846,-1.141933214544084,0.027691933076624493,0.0037095339472065967,-0.012946125921939519,0.06370564684478901,0.05022448788122907,-0.006326344698508467,-0.08864052557236077,-0.04382482937663937,0.016848981245644518,0.04414597062225617,-0.022855276335538036,0.03232959824605746
M031,53.5,61.0,5.7,47.7,82.7,39.1,Hybrid,Part-time,60.078891342943116,-6.578891342943116,-0.8433741389038586,0.025533143710246606,0.0018657955578393049,-0.031054578345353533,-0.07258776910406241,-0.019224976853516536,-0.05196253303322383,0.006264557454386808,0.005658607659271004,-0.014933442596777612,0.06531025258483925,-0.01442308930133649,0.02236750561185096
M032,69.5,80.6,5.3,57.3,69.3,49.4,Hybrid,Full-time,66.52335485120369,2.976645148796308,0.38310056475579873,0.03533085326013932,0.0005393118475529026,-0.0038680463409597366,0.029162528749579728,0.0007200621530255446,-0.006217099053430522,0.01444764440546524,0.034610737060337585,-0.015788774945860617,-0.004305080034706021,-0.022840013323824324,0.01528403763068001
M033,64.5,82.0,4.9,64.1,92.7,48.5,Face-to-face,Part-time,69.4571599039249,-4.957159903924904,-0.6414440319745535,0.04468860655128727,0.0019291288568124149,0.07654422783157162,0.04579970578221666,0.0670832911738213,-0.0478889959748294,0.0029929773031519254,-0.056029380637593725,0.08329073298544995,-0.051382290815614795,-0.04468584089857269,-0.024304443731589145
M034,65.1,67.8,6.5,68.3,85.5,51.2,Hybrid,Part-time,67.53774049651622,-2.437740496516227,-0.31247815515395416,0.02769506188503819,0.00027910060877755127,0.022997627563118357,-0.020584808171907804,0.010676083092419408,-0.0194912218831443,0.0035033045880822834,0.003370179853208784,0.025002761313460187,-0.016058111573835066,-0.00997753049844586,-0.02645045099554047
M035,68.4,72.0,8.7,64.2,89.7,38.0,Hybrid,Not employed,74.74720892745286,-6.347208927452854,-0.8139144002183482,0.02629355814930171,0.0017912134627314177,-0.009030339476878804,-0.06893781796654468,-0.010909233203811057,0.0591615703003028,0.036825181682927505,-0.03516194352665307,-0.008271422816243478,0.011640009240726437,-0.027270401545150487,0.07037357576363636
M036,45.3,52.4,3.6,65.7,65.9,37.4,Online,Full-time,50.34977040563656,-5.049770405636565,-0.65016039472125,0.035020967167778784,0.0015375318818139656,-0.03980824904482297,0.005617454186788066,-0.046857645992476216,0.014450866678406376,-0.04052166204429726,0.033637014939832725,-0.000994453582323444,-0.014525827006582745,0.027311370512987838,0.014389397445591395
M037,74.5,50.9,5.7,69.9,70.6,31.1,Online,Part-time,54.85132898782714,19.648671012172862,2.5623633284958043,0.036963784648111106,0.02466868717795267,0.2534011720039634,-0.030158130205496222,0.1965784389509051,0.11220447140277018,-0.038087356868564654,-0.10687669441308491,0.09190417592627531,0.011432748492321185,-0.13387718053944336,-0.2159117648766393
M038,70.0,81.1,8.2,62.4,87.7,51.8,Face-to-face,Not employed,75.09871268968543,-5.098712689685428,-0.6524985023235336,0.023251364890121053,0.0010157629995304726,0.019109951457788106,0.037621882626992176,0.03356558109889047,0.039830964563828355,0.04111797123750398,-0.04269414575203179,0.02553572765529854,-0.005229855786286088,0.005299520125923134,-0.02955619145438276
M039,64.8,54.8,6.0,72.7,90.2,45.2,Online,Part-time,59.87183438210535,4.928165617894649,0.6338198921860909,0.03301643516290415,0.0013748365399471945,-0.03841238949238131,-0.0058564985096967925,0.03975598801743179,0.04710039864331522,0.01964646793359459,-0.05416593846630519,-0.011181727231197489,0.023245282039498195,0.051425774571337374,0.0272625012569621
M040,73.9,60.0,8.6,70.0,78.5,42.5,Hybrid,Not employed,68.92919627584541,4.970803724154592,0.6356521738845076,0.021866089187448413,0.0009053493551516155,0.033413223077587775,0.046451179917734176,-0.003736675354783554,-0.05473525440367766,-0.04595365485196671,-0.022178099048606403,-0.004420000528302658,0.015282347701625678,-0.02285024761342198,-0.005687772823783761
M041,44.0,61.1,2.9,55.5,77.8,32.6,Hybrid,Part-time,56.66526422737063,-12.665264227370628,-1.6380419887602953,0.03530273064248675,0.009755357571069264,-0.05969749124663317,-0.1282741352009494,0.05627011773147548,-0.053917542263870306,0.07770859363699385,-0.05432429717530928,0.1490151036946996,-0.04491400990947034,0.0013808185790744642,0.11147959038102175
M042,52.0,57.8,6.6,59.7,70.1,41.8,Face-to-face,Part-time,58.13740814359001,-6.137408143590008,-0.7863350942776218,0.024785346475747656,0.001573812718998304,-0.06202598915113782,0.061246946106840894,0.050326725057106954,-0.04705099387727305,0.01916640854942738,0.02559602109505026,-0.004983661231174691,-0.0013687119645119105,0.05901803960491394,-0.00812522987961466
M043,77.2,69.4,8.0,56.5,87.5,49.6,Face-to-face,Not employed,69.00255012292746,8.197449877072543,1.047326573439328,0.017472200378278582,0.0019498622437354458,0.0068525043948482155,-0.0564523689485006,-0.03880480976210869,-0.059698836584803475,-0.05364580098813004,-0.0027667117689198317,-0.0026133558103692374,-0.026636206962454334,0.0030060819903792993,0.04555970199404037
M044,76.2,72.6,8.1,94.7,98.1,45.0,Online,Part-time,74.83771747921935,1.3622825207806528,0.17724894384695036,0.05654314585332758,0.00018899866249377743,-0.02909342468996923,-0.005124449330102427,0.0037974954039204775,0.014623089813752918,0.00976699492150389,0.0006292498685736183,-0.011415716284046081,0.025952765632163706,0.023080352467464527,-0.0012787467444169947
M045,49.0,61.1,1.0,37.6,65.7,28.4,Face-to-face,Full-time,46.76181056997646,2.2381894300235388,0.2901080606715336,0.04913647290319243,0.0004364653422532254,0.03454233398352448,-0.015692706734235257,-0.015268773958742016,-0.007120873068705281,0.010201173615918949,0.014887012001774301,-0.007704568245259416,-0.011231954535161563,-0.01481765463269198,-0.033418710609958414
M046,97.1,82.8,12.9,94.0,96.7,40.5,Hybrid,Not employed,90.90030315971394,6.199696840286052,0.806904716544011,0.05485776997247894,0.0037841923361704396,-0.07144321698537924,0.044141059271239125,-0.022529687641945597,-0.045471767203685315,9.19841693954167e-05,0.052620192740377755,0.004095678916683532,0.08660114129605319,0.06503794647597011,-0.08983293252842015
M047,63.8,71.1,5.5,72.0,69.6,46.4,Online,Not employed,65.23863665717293,-1.4386366571729354,-0.1859025200131235,0.043484553374460375,0.0001577036573379778,-0.011041245920111374,-0.0010525968964987364,-0.013487227085001104,0.02061885902624605,0.024023761261684293,-0.010784375162692223,0.012200004107015584,-0.006058962284028775,0.022754874184295407,-0.006995874671376931
M048,54.6,69.3,3.9,54.5,81.9,37.2,Face-to-face,Not employed,62.0603897302065,-7.460389730206501,-0.9601933812479058,0.03247380638836927,0.0030954176035540132,-0.04183505961865313,0.04936316634779144,0.0755174006014688,0.08844754965049792,0.0961816569395165,-0.06171331027792892,0.09532312888926021,-0.03504574047831615,0.01746842498452706,0.04864664385732625
M050,69.3,55.2,7.3,70.1,80.4,30.5,Face-to-face,Part-time,61.187760578896814,8.112239421103183,1.0476532347722498,0.038389697476761415,0.004380124718586835,0.045648779490855336,-0.09333561466355952,-0.0937699781026804,0.07330548989869293,0.023847314243942618,-0.041665789582891875,0.010698664138308443,0.0663020644082539,0.021596446891525903,-0.11816257835543371
M051,41.7,52.6,1.5,47.6,91.0,33.6,Online,Part-time,48.74901539205083,-7.049015392050826,-0.9131817380832381,0.04533439020444478,0.0039625122933078126,-0.001061384171239488,-0.01851867503870214,-0.07945767646065786,-0.05335675275788926,-0.0031298468524651635,0.03125446675178541,0.03247300646101206,0.041694277069181364,-0.08783238266459516,0.042017202355636614
M052,70.9,68.1,9.2,72.1,85.7,40.4,Hybrid,Not employed,74.50446957359992,-3.604469573599914,-0.46056803874159463,0.021061644069538872,0.00045777575710395364,-0.005619779821242768,-0.03401193548581566,0.00233924595301075,0.03542037459776208,0.023718481657820693,-0.0048859514822184105,0.0020508497902930185,-0.013029688233586956,-0.00459170799655834,0.02479748233593707
M053,46.7,58.5,5.7,47.6,89.4,42.7,Hybrid,Not employed,62.095618129161736,-15.395618129161733,-1.9913546838772744,0.030720821454193036,0.0124256123497192,-0.05862731496653661,-0.20246880725928618,-0.04743619115406453,0.15387670544088908,0.12800173727390846,0.07297655033690308,0.035648341506986425,0.12020334707790195,-0.08214153993991255,-0.013030991426412992
M054,64.5,64.6,7.0,70.2,70.6,47.4,Face-to-face,Full-time,62.46959245929905,2.030407540700949,0.2607043310973988,0.031082762570634172,0.00021882713005237376,-0.0014994142497910476,-0.023519077458117998,-0.021808051058043367,0.0017888598616905948,0.022455695169155795,-0.008325379669850337,-0.003222638001864372,0.018443799475646477,-0.007515283456871605,0.00943848002785937
M055,78.2,70.6,9.8,58.7,95.6,55.0,Hybrid,Part-time,73.3399736800081,4.860026319991903,0.627512010305335,0.04059944024907299,0.001670266751401486,-0.05392533793273551,0.048923966526839426,0.021749672956585458,0.06336976857075936,0.030834876224637837,-0.020960655318615733,0.033143608457338596,-0.04671400699157593,0.0538315524758398,0.05367573396755816
M056,69.0,77.4,8.2,60.9,88.3,51.7,Face-to-face,Not employed,73.40362415749273,-4.403624157492729,-0.5626338389657973,0.020498057274880258,0.0006642186607164252,0.01335930403582225,0.031907398784684765,0.02675520220168517,0.03288767512552025,0.03217464846586748,-0.022934970463596053,0.016191664236139283,0.00037107757264992415,3.629492915305612e-05,-0.02818886387600652
M057,65.3,65.4,7.0,67.9,84.9,47.9,Hybrid,Part-time,67.1498505579439,-1.8498505579439097,-0.23628455774669394,0.020963583334707794,0.00011998573026573887,0.012007888307142703,-0.015348677212698461,0.006132350778195285,-0.01511301962195782,0.0006687587391671598,0.004561919425944935,0.011838140596734803,-0.008803330964976366,-0.007364273246508079,-0.011971364347632015
M058,65.7,68.5,2.8,39.3,88.0,47.9,Face-to-face,Full-time,55.56390117109858,10.136098828901424,1.3118209956015308,0.0401734371565636,0.0071826320097966865,-0.07915733921222562,-0.06474657532188721,-0.05908803794203582,0.026441101986788722,0.12733401672744615,0.0037737063287441464,-0.05692642668672892,-0.05490695893178823,0.1172722662716321,0.06505538477589812
M059,57.6,84.3,5.6,52.0,72.0,48.2,Face-to-face,Full-time,66.02096367647115,-8.420963676471153,-1.0866311379107412,0.036499464651070755,0.00446986745051225,0.003003470327805458,0.07009752758776948,0.04468729393870148,-0.0047555706153673515,-0.0650504665848943,-0.11874646003214469,0.010272602847777028,0.03229207030191316,0.05596821221650581,-0.01609835180779698
M060,64.4,71.3,8.1,72.8,77.2,49.2,Online,Not employed,70.22351470683799,-5.823514706837983,-0.7480794415888167,0.030112257423185736,0.0017404406123397824,-0.02388940145366925,-0.003756062018587596,-0.07451710848176517,0.06305711246717119,0.06105675757098461,-0.018701274777420798,-0.005587031532752381,0.006726764652269945,0.05520302843069652,-0.03102211134925527
M061,71.0,59.5,7.2,59.3,84.6,46.1,Face-to-face,Part-time,61.5812523502435,9.418747649756497,1.2063857219205438,0.0210324948887573,0.003121253514136748,-0.008136904730914949,-0.08920042348327945,-0.07275493531914952,0.1011281718831072,0.023756661307919296,-0.06842319713010768,0.007484622981969551,-0.0013200431460541927,0.032279618377142646,0.04646572068840471
M062,58.2,66.2,6.5,60.3,71.6,40.6,Face-to-face,Part-time,61.80739290356348,-3.607392903563479,-0.46136633490228235,0.022860559331880442,0.0004995156984951801,-0.028850086651526427,0.035107248943664716,0.030294458310083695,-0.026858024373338066,0.013048463393317026,-0.011480131131828403,0.00335421289776505,-0.0027816608129222786,0.033277036716081,0.007950533074904087
M063,71.1,66.0,9.0,54.0,96.0,46.6,Face-to-face,Not employed,69.82853875579231,1.2714612442076856,0.16265979969404415,0.024129036807119857,6.56674165063626e-05,-0.0013321449082131106,-0.008300951666287349,-0.0031381582763121097,-0.006325653081226629,-0.0016005188186482586,-0.005454668992206633,0.007666720974150913,-0.009222027530433182,0.011219749395954229,0.0008004091144875395
M064,65.5,58.0,7.3,71.3,65.3,55.0,Hybrid,Full-time,61.56587113488854,3.934128865111461,0.5097435707615234,0.047786315490329134,0.001307736828439152,3.427351919401583e-05,0.027397750779698006,-0.01086550140878713,-0.004451395555425279,0.031443043301271525,-0.04462578039839856,-0.008550775992992332,0.025338673010440748,-0.03250019029537265,0.06646308486424643
M066,71.0,76.5,12.9,71.1,75.7,44.8,Hybrid,Part-time,79.62513451627397,-8.625134516273974,-1.1154297456049937,0.040496339996608705,0.005246174587117835,-0.047186924227730326,-0.06599881364526414,-0.05030455601342677,-0.09024425840638994,-0.024089602850258476,-0.0453344281141997,-0.15382317653616392,0.08316924914477564,0.07268355042849159,0.046579377815248034
M067,63.2,71.9,2.0,51.1,77.1,31.0,Face-to-face,Part-time,57.0678062850903,6.132193714909704,0.7960069672638888,0.04990000064717061,0.0033325918639832215,0.03284059425867147,-0.049398953676013484,-0.0745452860564497,0.031613159286987554,-0.0438099870786385,0.0898609182429531,-0.08716408424841664,0.028084322998203706,-0.018141601185678254,-0.07895409419486003
M068,66.2,68.2,11.8,79.5,88.2,48.0,Face-to-face,Not employed,77.69523519376844,-11.495235193768437,-1.4777570717779671,0.025445339312766803,0.0056757080315354876,0.024515791460055555,0.12070116582138742,0.09041447170975181,0.06750656439266584,0.018588047756796563,0.0539566609992294,-0.05175253180978684,-0.07913365137458699,-0.023029619223475503,-0.006706844186312403
M069,70.6,71.1,9.4,79.2,77.2,46.9,Hybrid,Part-time,73.73096858711625,-3.130968587116257,-0.4002318153036172,0.022072384012517293,0.0003627285383318926,0.008597443706721674,-0.020385165297108918,0.010862374130947657,-0.02408321259940466,0.00321435046236393,-0.0057441308926043586,0.006021654700332454,-0.02277985127300729,0.012938480463818833,-0.007464550229210869
M070,61.8,68.4,4.7,78.4,74.7,34.5,Online,Part-time,62.54821729210331,-0.7482172921033126,-0.09636253427939184,0.03715440685600434,3.597004682041225e-05,-0.0012441668511477373,0.0014674023520246406,-0.0036981519924897577,-0.0034418031954751623,0.0033256461782125925,-0.006070200197596981,0.006260423959057796,-0.007963847250030739,0.003499976499711754,0.0070103199393220265
M071,64.9,66.5,5.8,38.9,82.7,38.3,Hybrid,Part-time,61.16270141370872,3.7372985862912884,0.48229119869967113,0.040175763121732516,0.0009765281928316221,0.02806471359832039,0.04710083349644441,0.025729634659387688,0.031437166126428266,-0.004548641976963859,0.016644488894756396,0.025916178321157016,-0.06879834658422156,0.002266841042665573,-0.023171408978337037
M072,70.6,70.4,13.4,69.8,100.0,38.7,Hybrid,Not employed,83.1595736758596,-12.55957367585961,-1.6412593665986734,0.05501349755393536,0.0155796007612549,0.02369415565332157,-0.1294304150096298,-0.08634409588058692,0.05606561833157916,-0.05557974699269316,0.021472747409368907,-0.23163606006965132,0.10698432624212059,-0.17088975977126025,0.19655627322538075
M073,77.2,72.0,7.1,75.5,77.2,43.8,Hybrid,Full-time,69.49464100317769,7.705358996822312,0.990439210764727,0.02974351974161943,0.003007415915871574,-0.05497567865039241,0.0538235011712875,-0.034993660797011314,-0.00350916186122717,0.08783172732712398,0.02128348051031219,-0.037488513664765154,0.08204385109899665,0.022607813233031872,-0.017575568296184195
M074,61.6,48.8,8.0,52.7,82.9,52.2,Hybrid,Not employed,61.201592849309456,0.3984071506905451,0.051591259839773994,0.04762413619975153,1.3361434362075233e-05,0.0026994948950895227,0.004752396451321073,0.0018238704404144556,-0.0036021763588628248,-0.0030691822938716264,-0.006984889190573632,0.00162728800576568,-0.0037188869577905433,-0.0003895927641045506,0.005751225650939867
M075,60.2,58.0,7.5,77.0,82.8,48.5,Online,Part-time,63.01617080191363,-2.8161708019136285,-0.3613440897489153,0.029493250669613474,0.0003981364937802507,0.012073981523305246,0.005610859137400963,-0.025438087656400026,-0.02569005653528804,-0.006439387869537073,0.02646718221011871,-0.003093293373397426,-0.01069684020880607,-0.006065167811806575,-0.023633760514259406
M076,60.8,68.7,6.5,56.7,80.9,37.2,Face-to-face,Not employed,65.78893666270399,-4.988936662703992,-0.6382861798872678,0.022819215017957792,0.0009535760327333794,-0.043373511306524865,0.03539090723811412,0.03315729938092669,0.05033571962612042,0.04841977747649342,-0.02903630792475255,0.011997589546892262,0.0017574739665604153,0.01989861067850816,0.04375504336603838
M077,80.9,77.3,11.9,76.8,86.5,52.0,Hybrid,Not employed,82.98950653672661,-2.089506536726603,-0.26722389575490446,0.023303930584385416,0.00017099611718758798,0.007427537785107437,-0.01871813854868779,-0.003544035942784934,0.016326032867448492,0.01082988852258899,-0.005493424600086871,-0.007499374822252123,-0.0018541946674310672,0.002560484516755379,-0.008012403574148718
M078,67.1,71.1,4.6,30.0,77.2,51.2,Hybrid,Full-time,58.36005316054468,8.739946839455314,1.1420007045963065,0.05987624814226444,0.008296417409049869,0.023893476780408644,0.12260622948661569,0.08592281270888592,0.008015057567924967,0.0779428663765715,0.027316962004939733,0.05835636434214636,-0.20174759233965436,-0.007516615573720372,0.08095468641626907
